delay
-73.0
52.0
-21.0
-12.0
-82.0
-78.0
-67.0
-12.0
-12.0
-18.0
-12.0
-16.0
-19.0
-21.0
-18.0
-51.0
-22.0
-16.0
-15.0
-15.0
-17.0
-15.0
-15.0
-15.0
-16.0
-16.0
-15.0
-15.0
-21.0
-16.0
-15.0
-16.0
-16.0
-15.0
-16.0
-15.0
-16.0
-15.0
-15.0
-16.0
-17.0
-15.0
-15.0
-15.0
-16.0
-16.0
-15.0
-15.0
-23.0
-18.0
-16.0
-19.0
-30.0
-22.0
-22.0
-19.0
-22.0
-21.0
-21.0
-21.0
-18.0
-21.0
-18.0
-19.0
-19.0
-15.0
-16.0
-16.0
-16.0
-23.0
-18.0
-18.0
-21.0
-19.0
-21.0
-23.0
-23.0
-27.0
-27.0
-23.0
-20.0
-20.0
-18.0
-22.0
-18.0
-19.0
-18.0
-22.0
-20.0
-20.0
-20.0
-20.0
-19.0
-20.0
-20.0
-23.0
-20.0
-21.0
-22.0
-21.0
-24.0
-20.0
-19.0
-18.0
-20.0
-21.0
-20.0
-22.0
-22.0
-19.0
-17.0
-23.0
-19.0
-22.0
-21.0
-21.0
-37.0
-25.0
-21.0
-17.0
-19.0
-20.0
-21.0
-26.0
-16.0
-17.0
-19.0
-19.0
-15.0
-16.0
-18.0
-18.0
-18.0
-18.0
-19.0
-17.0
-17.0
-18.0
-19.0
-19.0
-22.0
-17.0
-49.0
-25.0
-17.0
-19.0
-21.0
-19.0
-19.0
-20.0
-17.0
-19.0
-17.0
-15.0
-16.0
-17.0
-16.0
-17.0
-16.0
-18.0
-15.0
-17.0
-17.0
-17.0
-16.0
-18.0
6.0
-18.0
6.0
-18.0
-16.0
-61.0
-60.0
-62.0
-18.0
-20.0
-18.0
19.0
-16.0
-20.0
-19.0
-19.0
-19.0
-20.0
-18.0
-21.0
-18.0
-20.0
-17.0
-15.0
-17.0
-15.0
-19.0
-18.0
-18.0
-13.0
-13.0
-13.0
-13.0
-14.0
-13.0
-12.0
-12.0
-13.0
-13.0
-13.0
-27.0
-36.0
-18.0
-19.0
-36.0
-20.0
-20.0
-18.0
-19.0
-21.0
-22.0
-20.0
-19.0
-20.0
11.0
-20.0
-19.0
-18.0
-19.0
-17.0
-18.0
-20.0
-17.0
-19.0
-19.0
-26.0
-29.0
-34.0
-23.0
-13.0
-15.0
-13.0
-13.0
-13.0
-12.0
-13.0
-13.0
-12.0
-13.0
-13.0
-12.0
-13.0
-13.0
-17.0
-22.0
-20.0
-20.0
-19.0
-19.0
-21.0
-17.0
-19.0
-19.0
-22.0
-20.0
-19.0
-19.0
-19.0
-13.0
-13.0
-13.0
-13.0
5.0
-12.0
-13.0
-16.0
-23.0
-12.0
-12.0
-12.0
-12.0
-12.0
-12.0
-12.0
-12.0
-19.0
-19.0
-18.0
-21.0
-21.0
-17.0
-17.0
-17.0
-17.0
-18.0
-17.0
-17.0
-15.0
-18.0
-19.0
-19.0
-70.0
-30.0
-22.0
-16.0
-20.0
-19.0
-19.0
7.0
-20.0
-17.0
-18.0
-18.0
-18.0
-18.0
-19.0
-19.0
-16.0
-19.0
-17.0
-17.0
-17.0
-12.0
-12.0
-12.0
-12.0
-33.0
-46.0
-76.0
-74.0
-24.0
-13.0
-12.0
-13.0
-15.0
-14.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-17.0
-17.0
-16.0
-18.0
-19.0
-15.0
-17.0
-16.0
-18.0
-16.0
-20.0
-20.0
-18.0
-23.0
-18.0
-23.0
-18.0
-17.0
-20.0
-24.0
-17.0
-17.0
-16.0
-17.0
-15.0
-18.0
-21.0
-18.0
-21.0
-19.0
-16.0
-18.0
-17.0
-16.0
-16.0
-16.0
-17.0
-15.0
-15.0
-16.0
-17.0
-17.0
-19.0
-17.0
-17.0
-40.0
-30.0
-17.0
-19.0
-18.0
-18.0
-17.0
-17.0
-17.0
-17.0
-19.0
-16.0
-17.0
-20.0
-18.0
-17.0
-18.0
-15.0
-17.0
-17.0
-15.0
-17.0
-18.0
-17.0
-19.0
-17.0
-13.0
37.0
12.0
-15.0
-14.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-15.0
-17.0
-15.0
-16.0
-17.0
-21.0
-15.0
-16.0
-15.0
-13.0
-13.0
-13.0
-12.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-20.0
-14.0
-13.0
-12.0
-19.0
-13.0
-16.0
-26.0
-18.0
-19.0
-18.0
-16.0
-17.0
-16.0
-17.0
-16.0
-16.0
-15.0
-18.0
-13.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-13.0
-12.0
-13.0
-13.0
-15.0
-13.0
-16.0
-28.0
-13.0
-13.0
-16.0
-15.0
-16.0
-18.0
-17.0
-18.0
-15.0
-16.0
-16.0
-18.0
-17.0
-16.0
-16.0
-12.0
-12.0
-13.0
-13.0
-13.0
-12.0
-22.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-12.0
-18.0
-13.0
-13.0
-13.0
-13.0
-14.0
-20.0
-15.0
-13.0
-13.0
-13.0
-15.0
-21.0
-16.0
-13.0
-12.0
-14.0
-18.0
-17.0
-17.0
-18.0
-17.0
-17.0
-16.0
-17.0
-18.0
-24.0
-20.0
-19.0
-18.0
-16.0
-22.0
-33.0
-18.0
-22.0
-13.0
-13.0
-13.0
-13.0
-14.0
-14.0
-12.0
-14.0
-13.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-13.0
-15.0
-19.0
-15.0
-16.0
-18.0
-18.0
-22.0
-19.0
-17.0
-93.0
-70.0
-57.0
-55.0
-57.0
-22.0
-13.0
-13.0
-13.0
-13.0
-13.0
-13.0
-12.0
-12.0
-13.0
-13.0
-13.0
-13.0
-12.0
-16.0
-16.0
-15.0
-16.0
-21.0
-16.0
-18.0
-16.0
-16.0
-15.0
-18.0
-17.0
-16.0
-16.0
-15.0
-20.0
-16.0
-14.0
-21.0
-18.0
-16.0
-15.0
-16.0
-18.0
-16.0
-15.0
-16.0
-15.0
-17.0
-17.0
-18.0
-18.0
-16.0
-19.0
-16.0
-20.0
-15.0
-17.0
-19.0
-16.0
-15.0
-15.0
-18.0
-22.0
-26.0
-17.0
-15.0
-16.0
-18.0
5.0
-12.0
-13.0
-12.0
-12.0
-12.0
-12.0
-16.0
-15.0
-16.0
-17.0
-13.0
-15.0
-17.0
-19.0
-17.0
-17.0
-16.0
-16.0
-15.0
-19.0
-15.0
-17.0
-15.0
-18.0
-20.0
-18.0
-16.0
-16.0
-19.0
-18.0
-19.0
-16.0
-18.0
-15.0
-17.0
-15.0
-19.0
-18.0
-16.0
-17.0
-16.0
-14.0
-16.0
-16.0
-17.0
-16.0
-22.0
-16.0
-18.0
-17.0
-18.0
-15.0
-17.0
-17.0
-19.0
-20.0
-12.0
-13.0
-13.0
-14.0
-17.0
-14.0
-13.0
-12.0
-13.0
-13.0
-14.0
-13.0
-12.0
-12.0
-14.0
-14.0
-13.0
-12.0
-13.0
-17.0
-18.0
-15.0
-17.0
-17.0
-18.0
-18.0
-17.0
-18.0
-17.0
-17.0
-21.0
-57.0
-26.0
-22.0
-23.0
-24.0
-24.0
-20.0
-21.0
-20.0
-20.0
-21.0
-16.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-14.0
-14.0
-15.0
-19.0
-21.0
-25.0
-21.0
-20.0
-19.0
-21.0
-19.0
-21.0
-17.0
-21.0
-20.0
-22.0
-22.0
-20.0
-27.0
-31.0
-23.0
-18.0
-20.0
-22.0
-20.0
-19.0
-22.0
-22.0
-22.0
-22.0
-20.0
-22.0
-18.0
-19.0
-20.0
-21.0
-21.0
-22.0
-21.0
-21.0
-22.0
-22.0
-22.0
-17.0
-22.0
-15.0
-15.0
-15.0
-16.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-15.0
-18.0
-17.0
-19.0
-19.0
-17.0
-19.0
-15.0
-19.0
-15.0
-14.0
-20.0
-16.0
-44.0
-20.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-16.0
-13.0
-13.0
-17.0
-17.0
-18.0
-21.0
-18.0
-20.0
-22.0
-17.0
-17.0
-18.0
-19.0
-16.0
-19.0
-17.0
-15.0
-17.0
-19.0
-17.0
-19.0
-18.0
-18.0
-20.0
-20.0
-20.0
-19.0
-26.0
-31.0
-19.0
-18.0
-18.0
-19.0
-16.0
-24.0
-17.0
-19.0
-21.0
-17.0
-16.0
-17.0
-15.0
-16.0
-19.0
-16.0
-17.0
-18.0
-18.0
-16.0
-16.0
-15.0
-16.0
-17.0
-21.0
-17.0
-20.0
-21.0
-19.0
-17.0
-15.0
-16.0
-18.0
-22.0
-22.0
-19.0
-23.0
-22.0
-22.0
-16.0
-18.0
-19.0
-16.0
-19.0
-21.0
-20.0
-18.0
-18.0
-16.0
-19.0
-23.0
-18.0
-18.0
-19.0
-21.0
-20.0
-18.0
-12.0
-12.0
-12.0
-12.0
-16.0
-42.0
-25.0
-16.0
-20.0
-19.0
-16.0
-19.0
-17.0
-17.0
-17.0
-19.0
-16.0
-18.0
-16.0
-17.0
-17.0
-19.0
-18.0
-16.0
-16.0
-17.0
-17.0
-17.0
-18.0
-19.0
-19.0
-20.0
-20.0
-18.0
-19.0
-18.0
-23.0
-18.0
-17.0
-18.0
-17.0
-17.0
-17.0
-17.0
-25.0
-21.0
-17.0
-19.0
-19.0
-19.0
-17.0
-16.0
-18.0
-16.0
-19.0
-18.0
-18.0
-18.0
-19.0
-18.0
-18.0
-18.0
-20.0
-18.0
-19.0
-20.0
-19.0
-18.0
-20.0
-16.0
-21.0
-29.0
-18.0
-17.0
-18.0
-21.0
-20.0
-20.0
-19.0
-18.0
-20.0
-22.0
-20.0
-18.0
-21.0
-22.0
-19.0
-16.0
-18.0
-16.0
-18.0
-23.0
-19.0
-17.0
-18.0
-16.0
-18.0
-36.0
-27.0
-17.0
-19.0
-16.0
-18.0
-19.0
-19.0
-20.0
-21.0
-18.0
-18.0
-19.0
-20.0
-17.0
-18.0
-18.0
-17.0
-19.0
-16.0
-15.0
-16.0
-20.0
-16.0
-17.0
-16.0
-14.0
-16.0
-15.0
-21.0
-19.0
-18.0
-17.0
-15.0
-19.0
-18.0
-18.0
-19.0
-19.0
-26.0
-18.0
-23.0
-18.0
-19.0
-19.0
-15.0
-17.0
-15.0
-16.0
-18.0
-19.0
-17.0
-18.0
-15.0
-15.0
9.0
-17.0
-18.0
-18.0
-20.0
-18.0
-18.0
-19.0
-19.0
-28.0
-15.0
-18.0
-18.0
-17.0
-19.0
-18.0
-17.0
-18.0
-18.0
-16.0
-17.0
-17.0
-16.0
-19.0
-17.0
-19.0
-18.0
-17.0
-18.0
-18.0
-18.0
-19.0
-21.0
-17.0
-19.0
-23.0
-20.0
-26.0
-20.0
-15.0
-18.0
-19.0
-19.0
-20.0
8.0
-16.0
-22.0
-19.0
-21.0
-18.0
-19.0
-18.0
-18.0
-18.0
-19.0
-18.0
-19.0
-20.0
-17.0
-18.0
-19.0
-16.0
-15.0
-20.0
-20.0
-20.0
-18.0
-19.0
-19.0
-16.0
-17.0
-18.0
-19.0
-27.0
-23.0
-17.0
-17.0
-16.0
-19.0
-17.0
-18.0
-17.0
-21.0
-17.0
-18.0
-17.0
-17.0
-20.0
-18.0
-17.0
-15.0
-15.0
-16.0
-19.0
-17.0
-19.0
-20.0
-20.0
-19.0
-22.0
-25.0
-18.0
-18.0
-20.0
-18.0
-20.0
-20.0
-22.0
-19.0
-21.0
-17.0
-20.0
-17.0
-21.0
-18.0
-20.0
-22.0
-20.0
-15.0
-19.0
-19.0
-16.0
-19.0
-19.0
-18.0
-19.0
-19.0
-18.0
-18.0
-19.0
-21.0
-18.0
-17.0
-19.0
-18.0
-18.0
-18.0
-35.0
-24.0
-17.0
-19.0
-23.0
-18.0
7.0
-18.0
-17.0
-19.0
-21.0
-18.0
-18.0
-15.0
-19.0
-20.0
-18.0
-19.0
-18.0
-19.0
-19.0
-12.0
-12.0
-12.0
-13.0
-39.0
-25.0
-20.0
-18.0
-20.0
-20.0
-17.0
-20.0
-18.0
-16.0
-14.0
-17.0
-18.0
-18.0
-20.0
-19.0
-18.0
-19.0
-17.0
-20.0
-18.0
-18.0
-19.0
-19.0
-19.0
-18.0
-19.0
-17.0
-36.0
-22.0
-19.0
-17.0
-17.0
-20.0
-19.0
-18.0
-19.0
-19.0
-18.0
-18.0
-17.0
-19.0
-18.0
-16.0
-18.0
-19.0
-16.0
-17.0
-20.0
-19.0
-17.0
-19.0
-17.0
-18.0
-19.0
-16.0
-19.0
-17.0
-18.0
-18.0
-17.0
-18.0
-16.0
-16.0
-18.0
-24.0
-26.0
-20.0
-15.0
-19.0
-19.0
-15.0
-19.0
-15.0
-18.0
-19.0
-16.0
-17.0
-17.0
-15.0
-19.0
-17.0
-15.0
-16.0
-18.0
-18.0
-19.0
-16.0
-20.0
-18.0
-18.0
-28.0
-28.0
-32.0
-19.0
-19.0
-18.0
-21.0
-17.0
-23.0
-18.0
-19.0
-18.0
-16.0
-18.0
-16.0
-17.0
-17.0
-17.0
-14.0
-15.0
-20.0
-16.0
-95.0
-65.0
-71.0
-62.0
-60.0
-66.0
-39.0
-25.0
-19.0
-19.0
-16.0
-20.0
-18.0
-18.0
-17.0
-19.0
-16.0
-17.0
-18.0
-16.0
-21.0
-20.0
-20.0
-20.0
-17.0
-17.0
-16.0
-18.0
-20.0
-21.0
-18.0
-18.0
-20.0
-19.0
-20.0
-22.0
-20.0
-22.0
-18.0
-20.0
-18.0
-21.0
-31.0
-25.0
-19.0
-18.0
-20.0
-40.0
-23.0
-18.0
-19.0
-22.0
-18.0
-19.0
-18.0
-19.0
-18.0
-17.0
-17.0
-19.0
-18.0
-15.0
-17.0
-17.0
-15.0
-15.0
-16.0
-17.0
-19.0
-17.0
-36.0
-40.0
-20.0
-18.0
-13.0
-13.0
-13.0
-14.0
-13.0
-13.0
-13.0
-12.0
-12.0
-12.0
-14.0
-13.0
-12.0
-64.0
-61.0
-66.0
-66.0
-65.0
-65.0
-66.0
-64.0
-65.0
-65.0
-78.0
-64.0
-64.0
-69.0
-64.0
-62.0
-62.0
-64.0
-21.0
-15.0
-31.0
-18.0
-15.0
-19.0
-17.0
-21.0
-17.0
-20.0
-22.0
-18.0
-18.0
-17.0
-17.0
-19.0
-19.0
-22.0
-20.0
-18.0
-18.0
-18.0
-17.0
-24.0
-17.0
-14.0
-18.0
-27.0
-35.0
-14.0
-13.0
-13.0
-12.0
-13.0
-12.0
-13.0
-13.0
-12.0
-13.0
-20.0
-21.0
-19.0
-17.0
-18.0
-18.0
-20.0
-18.0
-18.0
-18.0
-18.0
-18.0
-19.0
-19.0
-18.0
-19.0
-19.0
-19.0
-25.0
-14.0
-13.0
-13.0
-13.0
-13.0
13.0
-31.0
-34.0
-13.0
-13.0
-12.0
-12.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-13.0
-12.0
-20.0
-16.0
-16.0
-17.0
-15.0
-15.0
-19.0
-17.0
-19.0
-15.0
-19.0
-19.0
-18.0
-57.0
-22.0
-21.0
-16.0
-19.0
-17.0
-19.0
-18.0
-18.0
-17.0
-19.0
-15.0
-17.0
-19.0
-19.0
-15.0
-15.0
-16.0
-19.0
-19.0
-18.0
-15.0
-20.0
-16.0
-20.0
-19.0
-22.0
-21.0
-19.0
-50.0
-30.0
-18.0
-22.0
-18.0
-19.0
-22.0
-18.0
-19.0
-18.0
-19.0
-19.0
-17.0
-18.0
-15.0
-19.0
-15.0
-18.0
-21.0
-16.0
-18.0
-17.0
-19.0
-16.0
-17.0
-19.0
-18.0
-12.0
-13.0
-12.0
-13.0
-12.0
-12.0
-13.0
-13.0
-14.0
-40.0
-23.0
-24.0
-19.0
-17.0
-19.0
-18.0
-20.0
-17.0
6.0
-17.0
-17.0
-18.0
-22.0
-16.0
-18.0
-18.0
-18.0
-17.0
-18.0
-21.0
-20.0
-21.0
-18.0
-23.0
-21.0
-28.0
-21.0
-16.0
-17.0
-18.0
-19.0
-16.0
-17.0
-18.0
-18.0
-19.0
-17.0
-18.0
-18.0
-18.0
-20.0
-17.0
-19.0
-19.0
-19.0
-20.0
-18.0
-18.0
-20.0
-18.0
-19.0
-19.0
-18.0
-20.0
-21.0
-26.0
-22.0
-18.0
-16.0
-17.0
-18.0
-17.0
-18.0
-19.0
-19.0
-18.0
-18.0
-20.0
-19.0
-19.0
-18.0
-18.0
-20.0
-18.0
-21.0
-20.0
-19.0
-16.0
-20.0
-18.0
-18.0
-19.0
-19.0
-19.0
-16.0
-14.0
-14.0
-13.0
-12.0
-14.0
-39.0
-23.0
-13.0
-13.0
-12.0
-14.0
-15.0
-14.0
-13.0
-13.0
-84.0
-59.0
-69.0
-71.0
-65.0
-67.0
-66.0
-51.0
-61.0
-39.0
-49.0
-65.0
-45.0
-22.0
-13.0
-14.0
-27.0
-13.0
-13.0
-13.0
-13.0
-13.0
-12.0
-12.0
-13.0
-13.0
-12.0
-13.0
-18.0
-19.0
-19.0
-20.0
-21.0
-18.0
-18.0
-18.0
-17.0
-21.0
-17.0
-18.0
-19.0
-16.0
-18.0
-19.0
-18.0
-17.0
-22.0
-20.0
-18.0
-18.0
-22.0
-19.0
-13.0
-12.0
-14.0
-37.0
-19.0
-19.0
-22.0
-22.0
-18.0
-19.0
-23.0
-20.0
-18.0
-20.0
-17.0
-20.0
-17.0
-20.0
-18.0
-22.0
-20.0
-18.0
-21.0
-19.0
-22.0
-20.0
-17.0
-16.0
-20.0
-37.0
-19.0
-19.0
-17.0
-21.0
-18.0
-17.0
-17.0
-18.0
-20.0
-19.0
-19.0
-19.0
-19.0
-20.0
-19.0
-21.0
-18.0
-18.0
-17.0
-17.0
-17.0
-17.0
-15.0
-20.0
-18.0
-18.0
-18.0
-17.0
-51.0
-26.0
10.0
5.0
-26.0
-15.0
-13.0
-13.0
-13.0
-18.0
-13.0
-13.0
-12.0
-13.0
-13.0
-13.0
-14.0
-14.0
-14.0
-16.0
-18.0
-17.0
-18.0
5.0
