timestamp, q1, q2, q3, q4, q5, q6, q7, Extra1, Extra2
2024-08-01 15:33:12.712212, 0.000133787, -0.785259, 5.86734e-05, -2.35583, 0.000350455, 1.57129, 0.785807, 0.01, 0.01
2024-08-01 15:33:12.713235, 0.000126998, -0.785259, 5.74303e-05, -2.35583, 0.000350455, 1.5713, 0.785811, 0.01, 0.01
2024-08-01 15:33:12.714262, 0.000131134, -0.785261, 6.24874e-05, -2.35583, 0.00035137, 1.5713, 0.78581, 0.01, 0.01
2024-08-01 15:33:12.715261, 0.000134462, -0.785261, 5.87016e-05, -2.35583, 0.000350455, 1.5713, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.716220, 0.000131859, -0.785266, 5.82749e-05, -2.35582, 0.000349437, 1.57129, 0.785811, 0.01, 0.01
2024-08-01 15:33:12.717208, 0.000131919, -0.785261, 6.06384e-05, -2.35583, 0.000349437, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.718214, 0.000135099, -0.785264, 6.0591e-05, -2.35582, 0.000350455, 1.5713, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.719294, 0.00012873, -0.785261, 5.52854e-05, -2.35583, 0.00035137, 1.5713, 0.78581, 0.01, 0.01
2024-08-01 15:33:12.720247, 0.000134496, -0.785264, 5.80642e-05, -2.35583, 0.000350455, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.721212, 0.00013187, -0.785256, 5.80625e-05, -2.35583, 0.000349437, 1.57129, 0.785807, 0.01, 0.01
2024-08-01 15:33:12.722193, 0.000134707, -0.785261, 6.05675e-05, -2.35583, 0.000350455, 1.5713, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.723267, 0.00013723, -0.785264, 5.52776e-05, -2.35583, 0.000349437, 1.5713, 0.785806, 0.01, 0.01
2024-08-01 15:33:12.724241, 0.000135106, -0.785266, 5.80616e-05, -2.35583, 0.000349437, 1.57129, 0.785808, 0.01, 0.01
2024-08-01 15:33:12.725241, 0.000134022, -0.785257, 5.80616e-05, -2.35582, 0.00035137, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.726180, 0.000129207, -0.785259, 5.52775e-05, -2.35583, 0.000350455, 1.5713, 0.78581, 0.01, 0.01
2024-08-01 15:33:12.727259, 0.000132524, -0.785264, 5.27719e-05, -2.35583, 0.000349437, 1.5713, 0.785808, 0.01, 0.01
2024-08-01 15:33:12.728234, 0.000131213, -0.785264, 5.27719e-05, -2.35583, 0.000350455, 1.5713, 0.78581, 0.01, 0.01
2024-08-01 15:33:12.729255, 0.000132357, -0.785259, 5.80616e-05, -2.35583, 0.000350455, 1.57129, 0.785806, 0.01, 0.01
2024-08-01 15:33:12.730237, 0.000131157, -0.785264, 5.80616e-05, -2.35583, 0.000349437, 1.5713, 0.785807, 0.01, 0.01
2024-08-01 15:33:12.731322, 0.00012918, -0.785259, 5.80616e-05, -2.35583, 0.000349437, 1.57129, 0.785807, 0.01, 0.01
2024-08-01 15:33:12.732392, 0.000131861, -0.785264, 5.52775e-05, -2.35583, 0.000352387, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.733261, 0.000134704, -0.785264, 5.52775e-05, -2.35583, 0.000346242, 1.5713, 0.785805, 0.01, 0.01
2024-08-01 15:33:12.734248, 0.000134724, -0.785261, 5.80616e-05, -2.35583, 0.000351322, 1.5713, 0.785808, 0.01, 0.01
2024-08-01 15:33:12.735246, 0.000129441, -0.785261, 5.80616e-05, -2.35583, 0.0003501, 1.57129, 0.785809, 0.01, 0.01
2024-08-01 15:33:12.736255, 0.000129818, -0.785259, 6.30729e-05, -2.35582, 0.000350336, 1.57129, 0.785805, 0.01, 0.01
2024-08-01 15:33:12.737251, 0.000136529, -0.785264, 5.52775e-05, -2.35583, 0.000350415, 1.5713, 0.785806, 0.01, 0.01
