Group,Upload Start Timestamp,Upload End Timestamp,Upload Delay (ms),Download Start Timestamp,Download End Timestamp,Download Delay (ms),Total Elapsed Time (ms)
167,2024-08-19 15:23:08.335286,2024-08-19 15:23:08.777041,441.7602,2024-08-19 15:23:08.777046,2024-08-19 15:23:09.092237,315.1948,140120.9298
168,2024-08-19 15:23:09.092260,2024-08-19 15:23:09.508706,416.45,2024-08-19 15:23:09.508711,2024-08-19 15:23:09.840681,331.9742,140869.3742
169,2024-08-19 15:23:09.840697,2024-08-19 15:23:10.265556,424.862,2024-08-19 15:23:10.265560,2024-08-19 15:23:10.582934,317.3759,141611.6246
170,2024-08-19 15:23:10.582946,2024-08-19 15:23:11.015262,432.3194,2024-08-19 15:23:11.015266,2024-08-19 15:23:11.323455,308.1922,142352.1471
171,2024-08-19 15:23:11.323471,2024-08-19 15:23:11.751598,428.1312,2024-08-19 15:23:11.751603,2024-08-19 15:23:12.072817,321.2182,143101.5101
172,2024-08-19 15:23:12.072834,2024-08-19 15:23:12.496838,424.0085,2024-08-19 15:23:12.496843,2024-08-19 15:23:12.809287,312.4478,143837.9792
173,2024-08-19 15:23:12.809303,2024-08-19 15:23:13.226713,417.4131,2024-08-19 15:23:13.226716,2024-08-19 15:23:13.548932,322.2198,144577.6249
174,2024-08-19 15:23:13.548947,2024-08-19 15:23:13.979101,430.1567,2024-08-19 15:23:13.979105,2024-08-19 15:23:14.310656,331.5548,145339.3482
175,2024-08-19 15:23:14.310674,2024-08-19 15:23:14.778249,467.5772,2024-08-19 15:23:14.778252,2024-08-19 15:23:15.098916,320.6658,146127.6065
176,2024-08-19 15:23:15.098928,2024-08-19 15:23:15.543606,444.6811,2024-08-19 15:23:15.543609,2024-08-19 15:23:15.855316,311.7104,146884.0084
177,2024-08-19 15:23:15.855330,2024-08-19 15:23:16.294205,438.8792,2024-08-19 15:23:16.294210,2024-08-19 15:23:16.609724,315.519,147638.4177
178,2024-08-19 15:23:16.609744,2024-08-19 15:23:17.047690,437.9487,2024-08-19 15:23:17.047694,2024-08-19 15:23:17.371283,323.5939,148399.9763
179,2024-08-19 15:23:17.371299,2024-08-19 15:23:17.807506,436.2113,2024-08-19 15:23:17.807510,2024-08-19 15:23:18.131223,323.716,149159.915
180,2024-08-19 15:23:18.131240,2024-08-19 15:23:18.590370,459.1335,2024-08-19 15:23:18.590374,2024-08-19 15:23:18.910254,319.8846,149938.947
181,2024-08-19 15:23:18.910272,2024-08-19 15:23:19.399930,489.662,2024-08-19 15:23:19.399934,2024-08-19 15:23:19.737324,337.3926,150766.0154
182,2024-08-19 15:23:19.737338,2024-08-19 15:23:20.176422,439.0882,2024-08-19 15:23:20.176426,2024-08-19 15:23:20.494615,318.191,151523.3063
183,2024-08-19 15:23:20.494655,2024-08-19 15:23:20.941526,446.8734,2024-08-19 15:23:20.941529,2024-08-19 15:23:21.270541,329.0148,152299.2328
184,2024-08-19 15:23:21.270556,2024-08-19 15:23:21.707876,437.323,2024-08-19 15:23:21.707879,2024-08-19 15:23:22.023895,316.0189,153052.5871
185,2024-08-19 15:23:22.023910,2024-08-19 15:23:22.458641,434.7466,2024-08-19 15:23:22.458657,2024-08-19 15:23:22.776754,318.1004,153805.4467
186,2024-08-19 15:23:22.776770,2024-08-19 15:23:23.231746,454.9797,2024-08-19 15:23:23.231750,2024-08-19 15:23:23.587708,355.9618,154616.4005
187,2024-08-19 15:23:23.587724,2024-08-19 15:23:24.035164,447.4436,2024-08-19 15:23:24.035168,2024-08-19 15:23:24.359240,324.0747,155387.9318
188,2024-08-19 15:23:24.359254,2024-08-19 15:23:24.791986,432.7359,2024-08-19 15:23:24.791990,2024-08-19 15:23:25.117725,325.7386,156146.4179
189,2024-08-19 15:23:25.117742,2024-08-19 15:23:25.554891,437.1529,2024-08-19 15:23:25.554895,2024-08-19 15:23:25.867813,312.922,156896.5061
190,2024-08-19 15:23:25.867834,2024-08-19 15:23:26.319287,451.4555,2024-08-19 15:23:26.319290,2024-08-19 15:23:26.627012,307.7255,157655.7048
191,2024-08-19 15:23:26.627029,2024-08-19 15:23:27.041878,414.8519,2024-08-19 15:23:27.041882,2024-08-19 15:23:27.382953,341.0748,158411.6453
192,2024-08-19 15:23:27.382968,2024-08-19 15:23:27.804307,421.3434,2024-08-19 15:23:27.804312,2024-08-19 15:23:28.122692,318.3834,159151.3844
193,2024-08-19 15:23:28.122706,2024-08-19 15:23:28.563545,440.843,2024-08-19 15:23:28.563550,2024-08-19 15:23:28.883130,319.5849,159911.8234
194,2024-08-19 15:23:28.883149,2024-08-19 15:23:29.313119,429.9738,2024-08-19 15:23:29.313123,2024-08-19 15:23:29.628491,315.372,160657.1839
195,2024-08-19 15:23:29.628507,2024-08-19 15:23:30.070951,442.4473,2024-08-19 15:23:30.070955,2024-08-19 15:23:30.385243,314.2919,161413.9354
196,2024-08-19 15:23:30.385264,2024-08-19 15:23:30.853329,468.069,2024-08-19 15:23:30.853333,2024-08-19 15:23:31.183773,330.4429,162212.4646
197,2024-08-19 15:23:31.183789,2024-08-19 15:23:31.653397,469.6104,2024-08-19 15:23:31.653400,2024-08-19 15:23:31.994945,341.5488,163023.6379
198,2024-08-19 15:23:31.995096,2024-08-19 15:23:32.426898,431.8056,2024-08-19 15:23:32.426902,2024-08-19 15:23:32.769933,343.0341,163798.6254
199,2024-08-19 15:23:32.769948,2024-08-19 15:23:33.316806,546.8639,2024-08-19 15:23:33.316813,2024-08-19 15:23:33.641605,324.7951,164670.2966
200,2024-08-19 15:23:33.641617,2024-08-19 15:23:34.136033,494.4195,2024-08-19 15:23:34.136037,2024-08-19 15:23:34.455684,319.6495,165484.3754
201,2024-08-19 15:23:34.455699,2024-08-19 15:23:34.916485,460.7879,2024-08-19 15:23:34.916487,2024-08-19 15:23:35.238705,322.2196,166267.3958
202,2024-08-19 15:23:35.238717,2024-08-19 15:23:35.681293,442.5789,2024-08-19 15:23:35.681296,2024-08-19 15:23:35.997181,315.8885,167025.8736
203,2024-08-19 15:23:35.997197,2024-08-19 15:23:36.422701,425.5076,2024-08-19 15:23:36.422705,2024-08-19 15:23:36.744028,321.3266,167772.7205
204,2024-08-19 15:23:36.744055,2024-08-19 15:23:37.167841,423.7889,2024-08-19 15:23:37.167844,2024-08-19 15:23:37.484054,316.2124,168512.7457
205,2024-08-19 15:23:37.484068,2024-08-19 15:23:37.916873,432.8091,2024-08-19 15:23:37.916877,2024-08-19 15:23:38.282523,365.6495,169311.2155
206,2024-08-19 15:23:38.282538,2024-08-19 15:23:38.762619,480.0843,2024-08-19 15:23:38.762623,2024-08-19 15:23:39.094995,332.3756,170123.6878
207,2024-08-19 15:23:39.095013,2024-08-19 15:23:39.529361,434.3509,2024-08-19 15:23:39.529365,2024-08-19 15:23:39.847944,318.5837,170876.6373
208,2024-08-19 15:23:39.847963,2024-08-19 15:23:40.319831,471.8714,2024-08-19 15:23:40.319835,2024-08-19 15:23:40.649362,329.5305,171678.0546
209,2024-08-19 15:23:40.649384,2024-08-19 15:23:41.095038,445.6702,2024-08-19 15:23:41.095055,2024-08-19 15:23:41.410986,315.9344,172439.6785
210,2024-08-19 15:23:41.411004,2024-08-19 15:23:41.857840,446.8394,2024-08-19 15:23:41.857844,2024-08-19 15:23:42.185828,327.988,173214.5214
211,2024-08-19 15:23:42.185849,2024-08-19 15:23:42.651355,465.5099,2024-08-19 15:23:42.651359,2024-08-19 15:23:42.968385,317.0297,173997.0782
212,2024-08-19 15:23:42.968438,2024-08-19 15:23:43.398966,430.5326,2024-08-19 15:23:43.398971,2024-08-19 15:23:43.725276,326.3092,174753.9696
213,2024-08-19 15:23:43.725295,2024-08-19 15:23:44.148799,423.5082,2024-08-19 15:23:44.148804,2024-08-19 15:23:44.476651,327.8501,175505.3435
214,2024-08-19 15:23:44.476666,2024-08-19 15:23:44.938227,461.564,2024-08-19 15:23:44.938230,2024-08-19 15:23:45.260085,321.8584,176288.7776
215,2024-08-19 15:23:45.260104,2024-08-19 15:23:45.758136,498.0351,2024-08-19 15:23:45.758140,2024-08-19 15:23:46.097077,338.9401,177125.7693
216,2024-08-19 15:23:46.097097,2024-08-19 15:23:46.538768,441.6748,2024-08-19 15:23:46.538772,2024-08-19 15:23:46.848564,309.7968,177877.2582
217,2024-08-19 15:23:46.848589,2024-08-19 15:23:47.295957,447.3716,2024-08-19 15:23:47.295962,2024-08-19 15:23:47.610552,314.5943,178639.2449
218,2024-08-19 15:23:47.610573,2024-08-19 15:23:48.090993,480.4237,2024-08-19 15:23:48.090998,2024-08-19 15:23:48.415477,324.4842,179444.1708
219,2024-08-19 15:23:48.415498,2024-08-19 15:23:49.114601,699.1085,2024-08-19 15:23:49.114607,2024-08-19 15:23:49.431641,317.0379,180460.334
220,2024-08-19 15:23:49.431657,2024-08-19 15:23:49.886488,454.8349,2024-08-19 15:23:49.886493,2024-08-19 15:23:50.237443,350.9541,181266.1355
221,2024-08-19 15:23:50.237459,2024-08-19 15:23:50.666669,429.2132,2024-08-19 15:23:50.666672,2024-08-19 15:23:50.981950,315.3082,182010.6693
222,2024-08-19 15:23:50.981992,2024-08-19 15:23:51.417897,435.9091,2024-08-19 15:23:51.417901,2024-08-19 15:23:51.737003,319.1052,182765.6954
223,2024-08-19 15:23:51.737019,2024-08-19 15:23:52.177715,440.6992,2024-08-19 15:23:52.177718,2024-08-19 15:23:52.494276,316.5614,183522.9686
224,2024-08-19 15:23:52.494296,2024-08-19 15:23:52.946694,452.4024,2024-08-19 15:23:52.946698,2024-08-19 15:23:53.267682,320.9863,184296.3735
225,2024-08-19 15:23:53.267856,2024-08-19 15:23:53.730572,462.7183,2024-08-19 15:23:53.730576,2024-08-19 15:23:54.052670,322.098,185081.3631
226,2024-08-19 15:23:54.052694,2024-08-19 15:23:54.513778,461.0881,2024-08-19 15:23:54.513783,2024-08-19 15:23:54.844020,330.24,185872.7114
227,2024-08-19 15:23:54.844033,2024-08-19 15:23:55.276735,432.7043,2024-08-19 15:23:55.276738,2024-08-19 15:23:55.599651,322.9146,186628.3417
228,2024-08-19 15:23:55.599662,2024-08-19 15:23:56.038056,438.399,2024-08-19 15:23:56.038062,2024-08-19 15:23:56.352007,313.9496,187380.7002
229,2024-08-19 15:23:56.352026,2024-08-19 15:23:56.795791,443.7698,2024-08-19 15:23:56.795797,2024-08-19 15:23:57.110226,314.4338,188138.9193
230,2024-08-19 15:23:57.110243,2024-08-19 15:23:57.554348,444.1076,2024-08-19 15:23:57.554351,2024-08-19 15:23:57.875725,321.3768,188904.4166
231,2024-08-19 15:23:57.875738,2024-08-19 15:23:58.356135,480.4007,2024-08-19 15:23:58.356139,2024-08-19 15:23:58.722565,366.4296,189751.2578
232,2024-08-19 15:23:58.722582,2024-08-19 15:23:59.200712,478.1339,2024-08-19 15:23:59.200716,2024-08-19 15:23:59.522865,322.1507,190551.5557
233,2024-08-19 15:23:59.522881,2024-08-19 15:23:59.958811,435.9335,2024-08-19 15:23:59.958815,2024-08-19 15:24:00.282389,323.5782,191311.0824
234,2024-08-19 15:24:00.282406,2024-08-19 15:24:00.715258,432.8558,2024-08-19 15:24:00.715262,2024-08-19 15:24:01.034916,319.6585,192063.6093
235,2024-08-19 15:24:01.034932,2024-08-19 15:24:01.483493,448.5644,2024-08-19 15:24:01.483497,2024-08-19 15:24:01.809269,325.7748,192837.9603
236,2024-08-19 15:24:01.809282,2024-08-19 15:24:02.303889,494.6106,2024-08-19 15:24:02.303893,2024-08-19 15:24:02.617975,314.0847,193646.6664
237,2024-08-19 15:24:02.617989,2024-08-19 15:24:03.062210,444.2237,2024-08-19 15:24:03.062213,2024-08-19 15:24:03.375063,312.8533,194403.7555
238,2024-08-19 15:24:03.375078,2024-08-19 15:24:03.819693,444.6182,2024-08-19 15:24:03.819697,2024-08-19 15:24:04.137812,318.1187,195166.5045
239,2024-08-19 15:24:04.137827,2024-08-19 15:24:04.619734,481.9106,2024-08-19 15:24:04.619738,2024-08-19 15:24:04.949538,329.803,195978.2299
240,2024-08-19 15:24:04.949553,2024-08-19 15:24:05.391503,441.9535,2024-08-19 15:24:05.391507,2024-08-19 15:24:05.706689,315.186,196735.3817
241,2024-08-19 15:24:05.706904,2024-08-19 15:24:06.138648,431.7457,2024-08-19 15:24:06.138652,2024-08-19 15:24:06.459645,320.9956,197488.336
242,2024-08-19 15:24:06.459659,2024-08-19 15:24:06.902603,442.948,2024-08-19 15:24:06.902607,2024-08-19 15:24:07.207952,305.3487,198236.6445
243,2024-08-19 15:24:07.207968,2024-08-19 15:24:07.645950,437.9859,2024-08-19 15:24:07.645954,2024-08-19 15:24:07.965066,319.1159,198993.7585
244,2024-08-19 15:24:07.965081,2024-08-19 15:24:08.430360,465.282,2024-08-19 15:24:08.430364,2024-08-19 15:24:08.773005,342.6454,199801.698
245,2024-08-19 15:24:08.773022,2024-08-19 15:24:09.235775,462.7571,2024-08-19 15:24:09.235779,2024-08-19 15:24:09.571712,335.9366,200600.4044
246,2024-08-19 15:24:09.571727,2024-08-19 15:24:10.023870,452.1472,2024-08-19 15:24:10.023874,2024-08-19 15:24:10.351848,327.9779,201380.5409
247,2024-08-19 15:24:10.351871,2024-08-19 15:24:10.807439,455.5721,2024-08-19 15:24:10.807443,2024-08-19 15:24:11.164295,356.855,202192.9874
248,2024-08-19 15:24:11.164476,2024-08-19 15:24:11.634559,470.0838,2024-08-19 15:24:11.634562,2024-08-19 15:24:11.966910,332.3519,202995.6026
249,2024-08-19 15:24:11.966924,2024-08-19 15:24:12.420636,453.7163,2024-08-19 15:24:12.420640,2024-08-19 15:24:12.744126,323.4898,203772.8191
250,2024-08-19 15:24:12.744141,2024-08-19 15:24:13.287559,543.4228,2024-08-19 15:24:13.287565,2024-08-19 15:24:13.639338,351.7779,204668.0313
251,2024-08-19 15:24:13.639360,2024-08-19 15:24:14.082169,442.8131,2024-08-19 15:24:14.082174,2024-08-19 15:24:14.417686,335.5152,205446.3786
252,2024-08-19 15:24:14.417705,2024-08-19 15:24:14.884937,467.2373,2024-08-19 15:24:14.884943,2024-08-19 15:24:15.266740,381.8004,206295.4324
253,2024-08-19 15:24:15.266759,2024-08-19 15:24:15.760795,494.0405,2024-08-19 15:24:15.760800,2024-08-19 15:24:16.106312,345.5153,207135.0042
254,2024-08-19 15:24:16.106328,2024-08-19 15:24:16.562788,456.4635,2024-08-19 15:24:16.562792,2024-08-19 15:24:16.885904,323.1142,207914.5951
255,2024-08-19 15:24:16.885918,2024-08-19 15:24:17.310616,424.7001,2024-08-19 15:24:17.310619,2024-08-19 15:24:17.631688,321.0722,208660.38
256,2024-08-19 15:24:17.631701,2024-08-19 15:24:18.071936,440.2392,2024-08-19 15:24:18.071941,2024-08-19 15:24:18.402251,330.3132,209430.9428
257,2024-08-19 15:24:18.402279,2024-08-19 15:24:18.993988,591.7127,2024-08-19 15:24:18.993992,2024-08-19 15:24:19.312608,318.6179,210341.2986
258,2024-08-19 15:24:19.312621,2024-08-19 15:24:19.753408,440.7886,2024-08-19 15:24:19.753410,2024-08-19 15:24:20.077006,323.5982,211105.6972
259,2024-08-19 15:24:20.077023,2024-08-19 15:24:20.511821,434.801,2024-08-19 15:24:20.511824,2024-08-19 15:24:20.888138,376.3172,211916.8301
260,2024-08-19 15:24:20.888152,2024-08-19 15:24:21.321096,432.9466,2024-08-19 15:24:21.321099,2024-08-19 15:24:21.636235,315.1375,212664.9257
261,2024-08-19 15:24:21.636247,2024-08-19 15:24:22.058613,422.3692,2024-08-19 15:24:22.058616,2024-08-19 15:24:22.371714,313.1016,213400.4066
262,2024-08-19 15:24:22.371730,2024-08-19 15:24:22.855870,484.1423,2024-08-19 15:24:22.855873,2024-08-19 15:24:23.170914,315.043,214199.6049
263,2024-08-19 15:24:23.170926,2024-08-19 15:24:23.592496,421.5716,2024-08-19 15:24:23.592498,2024-08-19 15:24:23.919191,326.6961,214947.8831
264,2024-08-19 15:24:23.919204,2024-08-19 15:24:24.342727,423.5264,2024-08-19 15:24:24.342731,2024-08-19 15:24:24.665339,322.6099,215694.0298
265,2024-08-19 15:24:24.665352,2024-08-19 15:24:25.107023,441.6742,2024-08-19 15:24:25.107027,2024-08-19 15:24:25.424015,316.9891,216452.7057
266,2024-08-19 15:24:25.424028,2024-08-19 15:24:25.849021,424.9956,2024-08-19 15:24:25.849024,2024-08-19 15:24:26.186974,337.9536,217215.6667
267,2024-08-19 15:24:26.186988,2024-08-19 15:24:26.609260,422.2744,2024-08-19 15:24:26.609263,2024-08-19 15:24:26.934621,325.3603,217963.3123
268,2024-08-19 15:24:26.934635,2024-08-19 15:24:27.356393,421.7615,2024-08-19 15:24:27.356397,2024-08-19 15:24:27.672649,316.2537,218701.3397
269,2024-08-19 15:24:27.672685,2024-08-19 15:24:28.107994,435.3124,2024-08-19 15:24:28.107998,2024-08-19 15:24:28.497256,389.2618,219525.9489
270,2024-08-19 15:24:28.497272,2024-08-19 15:24:28.919940,422.6724,2024-08-19 15:24:28.919945,2024-08-19 15:24:29.235588,315.6475,220264.2809
271,2024-08-19 15:24:29.235605,2024-08-19 15:24:29.675644,440.0423,2024-08-19 15:24:29.675647,2024-08-19 15:24:30.000611,324.9676,221029.3038
272,2024-08-19 15:24:30.000628,2024-08-19 15:24:30.459593,458.9686,2024-08-19 15:24:30.459597,2024-08-19 15:24:30.799769,340.1733,221828.4594
273,2024-08-19 15:24:30.799781,2024-08-19 15:24:31.256195,456.4186,2024-08-19 15:24:31.256200,2024-08-19 15:24:31.576850,320.6522,222605.5412
274,2024-08-19 15:24:31.576865,2024-08-19 15:24:32.047695,470.8331,2024-08-19 15:24:32.047699,2024-08-19 15:24:32.398079,350.3847,223426.7721
275,2024-08-19 15:24:32.398095,2024-08-19 15:24:32.885897,487.8061,2024-08-19 15:24:32.885902,2024-08-19 15:24:33.219556,333.6571,224248.2475
276,2024-08-19 15:24:33.219571,2024-08-19 15:24:33.673064,453.4957,2024-08-19 15:24:33.673067,2024-08-19 15:24:33.985535,312.4709,225014.2268
277,2024-08-19 15:24:33.985551,2024-08-19 15:24:34.413298,427.7508,2024-08-19 15:24:34.413302,2024-08-19 15:24:34.734745,321.445,225763.4357
278,2024-08-19 15:24:34.734757,2024-08-19 15:24:35.160181,425.4267,2024-08-19 15:24:35.160184,2024-08-19 15:24:35.485595,325.4132,226514.2865
279,2024-08-19 15:24:35.485611,2024-08-19 15:24:35.925746,440.1374,2024-08-19 15:24:35.925749,2024-08-19 15:24:36.287709,361.9633,227316.4013
280,2024-08-19 15:24:36.287724,2024-08-19 15:24:36.734212,446.4909,2024-08-19 15:24:36.734216,2024-08-19 15:24:37.078580,344.3679,228107.2723
281,2024-08-19 15:24:37.078595,2024-08-19 15:24:37.511313,432.7219,2024-08-19 15:24:37.511317,2024-08-19 15:24:37.827396,316.0822,228856.088
282,2024-08-19 15:24:37.827410,2024-08-19 15:24:38.256535,429.1285,2024-08-19 15:24:38.256539,2024-08-19 15:24:38.577993,321.457,229606.6847
283,2024-08-19 15:24:38.578008,2024-08-19 15:24:39.021280,443.2761,2024-08-19 15:24:39.021284,2024-08-19 15:24:39.342184,320.9024,230370.8752
284,2024-08-19 15:24:39.342199,2024-08-19 15:24:39.782431,440.2344,2024-08-19 15:24:39.782434,2024-08-19 15:24:40.105157,322.7255,231133.8481
285,2024-08-19 15:24:40.105170,2024-08-19 15:24:40.544163,438.9975,2024-08-19 15:24:40.544168,2024-08-19 15:24:40.892339,348.1738,231921.0301
286,2024-08-19 15:24:40.892360,2024-08-19 15:24:41.328974,436.6175,2024-08-19 15:24:41.328978,2024-08-19 15:24:41.650560,321.5854,232679.2529
287,2024-08-19 15:24:41.650577,2024-08-19 15:24:42.076436,425.8622,2024-08-19 15:24:42.076440,2024-08-19 15:24:42.395676,319.2406,233424.3694
288,2024-08-19 15:24:42.395697,2024-08-19 15:24:42.841762,446.0685,2024-08-19 15:24:42.841767,2024-08-19 15:24:43.175386,333.6231,234204.0787
289,2024-08-19 15:24:43.175403,2024-08-19 15:24:43.610168,434.7685,2024-08-19 15:24:43.610173,2024-08-19 15:24:43.937668,327.4994,234966.3611
290,2024-08-19 15:24:43.937686,2024-08-19 15:24:44.424669,486.9875,2024-08-19 15:24:44.424674,2024-08-19 15:24:44.749784,325.1143,235778.4772
291,2024-08-19 15:24:44.749806,2024-08-19 15:24:45.209456,459.6539,2024-08-19 15:24:45.209461,2024-08-19 15:24:45.528768,319.3104,236557.4602
292,2024-08-19 15:24:45.528785,2024-08-19 15:24:45.968267,439.4858,2024-08-19 15:24:45.968271,2024-08-19 15:24:46.304744,336.4771,237333.4374
293,2024-08-19 15:24:46.304762,2024-08-19 15:24:46.800046,495.2871,2024-08-19 15:24:46.800050,2024-08-19 15:24:47.121222,321.176,238149.9155
294,2024-08-19 15:24:47.121240,2024-08-19 15:24:47.547193,425.9563,2024-08-19 15:24:47.547197,2024-08-19 15:24:47.861675,314.4798,238890.366
295,2024-08-19 15:24:47.861689,2024-08-19 15:24:48.287996,426.3103,2024-08-19 15:24:48.288000,2024-08-19 15:24:48.612212,324.2173,239640.9058
296,2024-08-19 15:24:48.612229,2024-08-19 15:24:49.044837,432.6121,2024-08-19 15:24:49.044842,2024-08-19 15:24:49.357735,312.8953,240386.4257
297,2024-08-19 15:24:49.357747,2024-08-19 15:24:49.789131,431.386,2024-08-19 15:24:49.789134,2024-08-19 15:24:50.106237,317.105,241134.9276
298,2024-08-19 15:24:50.106270,2024-08-19 15:24:50.589678,483.4123,2024-08-19 15:24:50.589682,2024-08-19 15:24:50.905433,315.7544,241934.1257
299,2024-08-19 15:24:50.905448,2024-08-19 15:24:51.369736,464.2916,2024-08-19 15:24:51.369740,2024-08-19 15:24:51.692361,322.6254,242721.0547
300,2024-08-19 15:24:51.692378,2024-08-19 15:24:52.146796,454.4222,2024-08-19 15:24:52.146801,2024-08-19 15:24:52.468265,321.4686,243496.958
301,2024-08-19 15:24:52.468282,2024-08-19 15:24:52.897380,429.1013,2024-08-19 15:24:52.897384,2024-08-19 15:24:53.207869,310.4898,244236.5622
302,2024-08-19 15:24:53.207886,2024-08-19 15:24:53.645008,437.1255,2024-08-19 15:24:53.645012,2024-08-19 15:24:54.000489,355.4805,245029.1815
303,2024-08-19 15:24:54.000504,2024-08-19 15:24:54.419301,418.8004,2024-08-19 15:24:54.419305,2024-08-19 15:24:54.746430,327.1269,245775.121
304,2024-08-19 15:24:54.746443,2024-08-19 15:24:55.181421,434.9806,2024-08-19 15:24:55.181424,2024-08-19 15:24:55.494458,313.0367,246523.1494
305,2024-08-19 15:24:55.494471,2024-08-19 15:24:55.923146,428.6787,2024-08-19 15:24:55.923150,2024-08-19 15:24:56.237950,314.8027,247266.6418
306,2024-08-19 15:24:56.237967,2024-08-19 15:24:56.674574,436.6099,2024-08-19 15:24:56.674578,2024-08-19 15:24:56.990969,316.3953,248019.6617
307,2024-08-19 15:24:56.990985,2024-08-19 15:24:57.408075,417.0973,2024-08-19 15:24:57.408082,2024-08-19 15:24:57.737433,329.355,248766.1263
308,2024-08-19 15:24:57.737451,2024-08-19 15:24:58.177215,439.7679,2024-08-19 15:24:58.177219,2024-08-19 15:24:58.503827,326.6121,249532.52
309,2024-08-19 15:24:58.503844,2024-08-19 15:24:58.954225,450.3857,2024-08-19 15:24:58.954230,2024-08-19 15:24:59.293608,339.3812,250322.3001
310,2024-08-19 15:24:59.293622,2024-08-19 15:24:59.730045,436.4273,2024-08-19 15:24:59.730050,2024-08-19 15:25:00.060347,330.302,251089.0408
311,2024-08-19 15:25:00.060364,2024-08-19 15:25:00.509596,449.2346,2024-08-19 15:25:00.509599,2024-08-19 15:25:00.833462,323.8657,251862.154
312,2024-08-19 15:25:00.833477,2024-08-19 15:25:01.264824,431.3508,2024-08-19 15:25:01.264828,2024-08-19 15:25:01.579017,314.1918,252607.7083
313,2024-08-19 15:25:01.579034,2024-08-19 15:25:02.024040,445.0098,2024-08-19 15:25:02.024044,2024-08-19 15:25:02.338499,314.4588,253367.1914
314,2024-08-19 15:25:02.338514,2024-08-19 15:25:02.767142,428.632,2024-08-19 15:25:02.767146,2024-08-19 15:25:03.089677,322.5337,254118.3687
315,2024-08-19 15:25:03.089691,2024-08-19 15:25:03.511064,421.3778,2024-08-19 15:25:03.511069,2024-08-19 15:25:03.826349,315.2881,254855.0458
316,2024-08-19 15:25:03.826440,2024-08-19 15:25:04.250538,424.0975,2024-08-19 15:25:04.250542,2024-08-19 15:25:04.573422,322.8841,255602.1146
317,2024-08-19 15:25:04.573438,2024-08-19 15:25:04.999417,425.9832,2024-08-19 15:25:04.999421,2024-08-19 15:25:05.315391,315.9743,256344.0846
318,2024-08-19 15:25:05.315409,2024-08-19 15:25:05.756974,441.5688,2024-08-19 15:25:05.756978,2024-08-19 15:25:06.118037,361.0611,257146.7283
319,2024-08-19 15:25:06.118052,2024-08-19 15:25:06.588942,470.8937,2024-08-19 15:25:06.588946,2024-08-19 15:25:06.906962,318.0182,257935.6529
320,2024-08-19 15:25:06.906978,2024-08-19 15:25:07.380957,473.983,2024-08-19 15:25:07.380961,2024-08-19 15:25:07.693957,312.9992,258722.649
321,2024-08-19 15:25:07.693972,2024-08-19 15:25:08.131381,437.4132,2024-08-19 15:25:08.131385,2024-08-19 15:25:08.465216,333.8344,259493.9089
322,2024-08-19 15:25:08.465235,2024-08-19 15:25:08.919843,454.6117,2024-08-19 15:25:08.919848,2024-08-19 15:25:09.248046,328.2024,260276.739
323,2024-08-19 15:25:09.248064,2024-08-19 15:25:09.689291,441.2311,2024-08-19 15:25:09.689296,2024-08-19 15:25:10.060905,371.6132,261089.5984
324,2024-08-19 15:25:10.060928,2024-08-19 15:25:10.483464,422.5402,2024-08-19 15:25:10.483469,2024-08-19 15:25:10.805440,321.9749,261834.1327
325,2024-08-19 15:25:10.805463,2024-08-19 15:25:11.222142,416.6836,2024-08-19 15:25:11.222147,2024-08-19 15:25:11.534043,311.8996,262562.7357
326,2024-08-19 15:25:11.534061,2024-08-19 15:25:11.994841,460.7834,2024-08-19 15:25:11.994845,2024-08-19 15:25:12.330590,335.7488,263359.2832
327,2024-08-19 15:25:12.330641,2024-08-19 15:25:12.769265,438.6273,2024-08-19 15:25:12.769269,2024-08-19 15:25:13.096069,326.8034,264124.7615
328,2024-08-19 15:25:13.096087,2024-08-19 15:25:13.542645,446.5672,2024-08-19 15:25:13.542655,2024-08-19 15:25:13.891782,349.1311,264920.4753
329,2024-08-19 15:25:13.891803,2024-08-19 15:25:14.320584,428.7853,2024-08-19 15:25:14.320589,2024-08-19 15:25:14.632708,312.1231,265661.4007
330,2024-08-19 15:25:14.632724,2024-08-19 15:25:15.055082,422.3621,2024-08-19 15:25:15.055086,2024-08-19 15:25:15.374923,319.84,266403.615
331,2024-08-19 15:25:15.374939,2024-08-19 15:25:15.860372,485.4359,2024-08-19 15:25:15.860375,2024-08-19 15:25:16.184484,324.1192,267213.183
332,2024-08-19 15:25:16.184508,2024-08-19 15:25:16.635519,451.0147,2024-08-19 15:25:16.635523,2024-08-19 15:25:16.966519,330.9999,267995.2119
333,2024-08-19 15:25:16.966535,2024-08-19 15:25:17.380343,413.813,2024-08-19 15:25:17.380349,2024-08-19 15:25:17.692640,312.2952,268721.3328
334,2024-08-19 15:25:17.692662,2024-08-19 15:25:18.124456,431.7975,2024-08-19 15:25:18.124460,2024-08-19 15:25:18.465952,341.4963,269494.6453
335,2024-08-19 15:25:18.465971,2024-08-19 15:25:18.997923,531.9566,2024-08-19 15:25:18.997928,2024-08-19 15:25:19.308429,310.505,270337.1217
336,2024-08-19 15:25:19.308444,2024-08-19 15:25:19.740661,432.2188,2024-08-19 15:25:19.740663,2024-08-19 15:25:20.081302,340.6405,271109.9925
