2024-08-14 18:21:01.2218869,2024-08-14 18:21:07.1070554,5885.1685
2024-08-14 18:21:03.2228906,2024-08-14 18:21:07.1155934,3892.7028
2024-08-14 18:21:00.8229883,2024-08-14 18:21:07.1159158,6292.9275
2024-08-14 18:20:57.1230643,2024-08-14 18:21:07.1166929,9993.6286
2024-08-14 18:21:00.2228390,2024-08-14 18:21:07.1212860,6898.447
2024-08-14 18:21:02.0223228,2024-08-14 18:21:07.1241689,5101.8461
2024-08-14 18:21:04.2232592,2024-08-14 18:21:07.1245011,2901.2419
2024-08-14 18:21:02.6237808,2024-08-14 18:21:07.1245976,4500.8168
2024-08-14 18:20:56.5237546,2024-08-14 18:21:07.1254407,10601.6861
2024-08-14 18:21:00.5235370,2024-08-14 18:21:07.1261826,6602.6456
2024-08-14 18:21:04.3234507,2024-08-14 18:21:07.1273370,2803.8863
2024-08-14 18:20:56.6239229,2024-08-14 18:21:07.1280785,10504.1556
2024-08-14 18:20:56.9225686,2024-08-14 18:21:07.1295460,10206.9774
2024-08-14 18:21:05.0235174,2024-08-14 18:21:07.1305562,2107.0388
2024-08-14 18:21:04.7228511,2024-08-14 18:21:07.1318284,2408.9773
2024-08-14 18:21:01.7233906,2024-08-14 18:21:07.1355740,5412.1834
2024-08-14 18:20:57.9237069,2024-08-14 18:21:07.1356303,9211.9234
2024-08-14 18:21:01.1235268,2024-08-14 18:21:07.1366084,6013.0816
2024-08-14 18:20:58.2222043,2024-08-14 18:21:07.1366804,8914.4761
2024-08-14 18:20:57.0227333,2024-08-14 18:21:07.1367602,10114.0269
2024-08-14 18:21:01.0233483,2024-08-14 18:21:07.1368545,6113.5062
2024-08-14 18:20:59.2224969,2024-08-14 18:21:07.1414668,7918.9699
2024-08-14 18:20:56.4240201,2024-08-14 18:21:07.1441507,10720.1306
2024-08-14 18:21:05.3220452,2024-08-14 18:21:07.1444574,1822.4122
2024-08-14 18:21:00.9231489,2024-08-14 18:21:07.1457783,6222.6294
2024-08-14 18:21:01.5228997,2024-08-14 18:21:07.1469056,5624.0059
2024-08-14 18:20:57.6229158,2024-08-14 18:21:07.1496003,9526.6845
2024-08-14 18:20:57.8234899,2024-08-14 18:21:07.1503385,9326.8486
2024-08-14 18:20:58.5228343,2024-08-14 18:21:07.1523218,8629.4875
2024-08-14 18:21:01.3242291,2024-08-14 18:21:07.1531084,5828.8793
2024-08-14 18:21:02.1225315,2024-08-14 18:21:07.1547908,5032.2593
2024-08-14 18:21:04.4241300,2024-08-14 18:21:07.1559897,2731.8597
2024-08-14 18:20:58.9238425,2024-08-14 18:21:07.1564920,8232.6495
2024-08-14 18:21:04.5224617,2024-08-14 18:21:07.1565780,2634.1163
2024-08-14 18:21:02.7238662,2024-08-14 18:21:07.1573917,4433.5255
2024-08-14 18:20:59.0240426,2024-08-14 18:21:07.1577788,8133.7362
2024-08-14 18:21:00.6237546,2024-08-14 18:21:07.1594161,6535.6615
2024-08-14 18:21:02.2229503,2024-08-14 18:21:07.1594779,4936.5276
2024-08-14 18:20:57.2232490,2024-08-14 18:21:07.1605602,9937.3112
2024-08-14 18:20:57.5226231,2024-08-14 18:21:07.1642219,9641.5988
2024-08-14 18:20:59.9222169,2024-08-14 18:21:07.1643480,7242.1311
2024-08-14 18:20:58.4225462,2024-08-14 18:21:07.1662500,8743.7038
2024-08-14 18:21:04.6226363,2024-08-14 18:21:07.1663409,2543.7046
2024-08-14 18:21:04.0228060,2024-08-14 18:21:07.1682517,3145.4457
2024-08-14 18:21:03.6239290,2024-08-14 18:21:07.1712524,3547.3234
2024-08-14 18:21:03.1226033,2024-08-14 18:21:07.1719384,4049.3351
2024-08-14 18:21:00.3230042,2024-08-14 18:21:07.1744732,6851.469
2024-08-14 18:20:57.7231793,2024-08-14 18:21:07.1753852,9452.2059
2024-08-14 18:21:05.4223656,2024-08-14 18:21:07.1756099,1753.2443
2024-08-14 18:21:03.3230921,2024-08-14 18:21:07.1770773,3853.9852
2024-08-14 18:20:59.4228549,2024-08-14 18:21:07.1781149,7755.26
2024-08-14 18:21:05.5225969,2024-08-14 18:21:07.1794901,1656.8932
2024-08-14 18:21:00.4231774,2024-08-14 18:21:07.1804338,6757.2564
2024-08-14 18:20:58.7231925,2024-08-14 18:21:07.1823859,8459.1934
2024-08-14 18:21:00.0223767,2024-08-14 18:21:07.1862461,7163.8694
2024-08-14 18:20:58.6230176,2024-08-14 18:21:07.1870380,8564.0204
2024-08-14 18:21:00.7239325,2024-08-14 18:21:07.1875109,6463.5784
2024-08-14 18:21:01.4245063,2024-08-14 18:21:07.1890763,5764.57
2024-08-14 18:20:58.1221539,2024-08-14 18:21:07.1891581,9067.0042
2024-08-14 18:21:02.5236370,2024-08-14 18:21:07.1892259,4665.5889
2024-08-14 18:21:05.2218746,2024-08-14 18:21:07.1894875,1967.6129
2024-08-14 18:21:00.1226747,2024-08-14 18:21:07.1944437,7071.769
2024-08-14 18:20:58.3223758,2024-08-14 18:21:07.1945174,8872.1416
2024-08-14 18:21:02.4233212,2024-08-14 18:21:07.1949120,4771.5908
2024-08-14 18:21:01.9221554,2024-08-14 18:21:07.1952098,5273.0544
2024-08-14 18:20:59.5232962,2024-08-14 18:21:07.1963559,7673.0597
2024-08-14 18:21:01.6231226,2024-08-14 18:21:07.1987230,5575.6004
2024-08-14 18:21:04.1229656,2024-08-14 18:21:07.2018484,3078.8828
2024-08-14 18:21:03.5237106,2024-08-14 18:21:07.2019235,3678.2129
2024-08-14 18:21:03.9226039,2024-08-14 18:21:07.2027883,3280.1844
2024-08-14 18:21:04.8231269,2024-08-14 18:21:07.2053330,2382.2061
2024-08-14 18:21:03.7241740,2024-08-14 18:21:07.2054653,3481.2913
2024-08-14 18:20:58.8235940,2024-08-14 18:21:07.2055959,8382.0019
2024-08-14 18:21:03.0224383,2024-08-14 18:21:07.2078487,4185.4104
2024-08-14 18:20:58.0239111,2024-08-14 18:21:07.2084262,9184.5151
2024-08-14 18:21:01.8219890,2024-08-14 18:21:07.2093495,5387.3605
2024-08-14 18:20:59.1222861,2024-08-14 18:21:07.2099997,8087.7136
2024-08-14 18:21:05.7356759,2024-08-14 18:21:07.2150689,1479.393
2024-08-14 18:20:56.7241163,2024-08-14 18:21:07.2151926,10491.0763
2024-08-14 18:20:56.8223789,2024-08-14 18:21:07.2159183,10393.5394
2024-08-14 18:21:04.9233477,2024-08-14 18:21:07.2167421,2293.3944
2024-08-14 18:21:03.8224045,2024-08-14 18:21:07.2176310,3395.2265
2024-08-14 18:20:59.8220457,2024-08-14 18:21:07.2180457,7396
2024-08-14 18:21:02.9222710,2024-08-14 18:21:07.2186656,4296.3946
