ts_in,ts_out,delay,JointPosition1,JointPosition2,JointPosition3,JointPosition4,JointPosition5,JointPosition6,JointPosition7,GripperData_Width,GripperData_Speed
2024-08-14 18:37:59.0751671,2024-08-14 18:37:59.0752920,0.1249,0.000125,-0.785196,0.000091,-2.355717,0.000374,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.0832236,2024-08-14 18:37:59.0833346,0.111,0.000122,-0.785199,0.000094,-2.355719,0.000374,1.571276,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.0953390,2024-08-14 18:37:59.0954390,0.1,0.000122,-0.785203,0.000095,-2.355714,0.000373,1.571276,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1034130,2024-08-14 18:37:59.1035208,0.1078,0.000125,-0.785196,0.000090,-2.355719,0.000373,1.571278,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:58.6835560,2024-08-14 18:37:59.1131971,429.6411,0.000125,-0.785196,0.000090,-2.355719,0.000373,1.571278,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1155239,2024-08-14 18:37:59.1156307,0.1068,0.000120,-0.785199,0.000096,-2.355711,0.000375,1.571280,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1235849,2024-08-14 18:37:59.1236944,0.1095,0.000122,-0.785196,0.000093,-2.355719,0.000373,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1336299,2024-08-14 18:37:59.1337339,0.104,0.000125,-0.785201,0.000093,-2.355717,0.000372,1.571280,0.785874,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1416934,2024-08-14 18:37:59.1418057,0.1123,0.000125,-0.785196,0.000093,-2.355717,0.000373,1.571280,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1538180,2024-08-14 18:37:59.1539312,0.1132,0.000120,-0.785199,0.000094,-2.355714,0.000378,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1618764,2024-08-14 18:37:59.1619848,0.1084,0.000128,-0.785199,0.000097,-2.355717,0.000373,1.571278,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1739977,2024-08-14 18:37:59.1741057,0.108,0.000125,-0.785192,0.000095,-2.355719,0.000374,1.571281,0.785876,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1820571,2024-08-14 18:37:59.1821601,0.103,0.000123,-0.785193,0.000096,-2.355715,0.000373,1.571276,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.1941765,2024-08-14 18:37:59.1942808,0.1043,0.000122,-0.785197,0.000095,-2.355714,0.000373,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2022441,2024-08-14 18:37:59.2023559,0.1118,0.000126,-0.785191,0.000093,-2.355719,0.000376,1.571278,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2143522,2024-08-14 18:37:59.2144517,0.0995,0.000125,-0.785193,0.000093,-2.355715,0.000373,1.571278,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2224210,2024-08-14 18:37:59.2225263,0.1053,0.000127,-0.785201,0.000090,-2.355714,0.000373,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2345383,2024-08-14 18:37:59.2346721,0.1338,0.000122,-0.785191,0.000090,-2.355717,0.000375,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2426069,2024-08-14 18:37:59.2427109,0.104,0.000120,-0.785196,0.000093,-2.355714,0.000373,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2547272,2024-08-14 18:37:59.2548312,0.104,0.000122,-0.785201,0.000095,-2.355717,0.000373,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2627833,2024-08-14 18:37:59.2628820,0.0987,0.000122,-0.785199,0.000098,-2.355714,0.000371,1.571279,0.785876,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2749099,2024-08-14 18:37:59.2750270,0.1171,0.000125,-0.785197,0.000093,-2.355719,0.000373,1.571280,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2829692,2024-08-14 18:37:59.2830863,0.1171,0.000120,-0.785194,0.000092,-2.355720,0.000373,1.571279,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:37:59.2950867,2024-08-14 18:37:59.2951952,0.1085,0.000125,-0.785194,0.000088,-2.355719,0.000374,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3031559,2024-08-14 18:37:59.3032671,0.1112,0.000125,-0.785202,0.000093,-2.355714,0.000375,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3152639,2024-08-14 18:37:59.3153657,0.1018,0.000122,-0.785194,0.000096,-2.355717,0.000373,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3233833,2024-08-14 18:37:59.3234830,0.0997,0.000125,-0.785204,0.000098,-2.355714,0.000373,1.571280,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3355000,2024-08-14 18:37:59.3356025,0.1025,0.000121,-0.785196,0.000092,-2.355717,0.000372,1.571280,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3435567,2024-08-14 18:37:59.3436489,0.0922,0.000125,-0.785196,0.000093,-2.355714,0.000374,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3556930,2024-08-14 18:37:59.3558292,0.1362,0.000117,-0.785194,0.000095,-2.355719,0.000375,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3637436,2024-08-14 18:37:59.3638401,0.0965,0.000125,-0.785191,0.000093,-2.355712,0.000374,1.571278,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3738177,2024-08-14 18:37:59.3739264,0.1087,0.000120,-0.785186,0.000096,-2.355714,0.000373,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3818707,2024-08-14 18:37:59.3819634,0.0927,0.000120,-0.785194,0.000090,-2.355719,0.000377,1.571278,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.3939971,2024-08-14 18:37:59.3941015,0.1044,0.000125,-0.785194,0.000090,-2.355717,0.000373,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4020570,2024-08-14 18:37:59.4021586,0.1016,0.000122,-0.785192,0.000093,-2.355714,0.000375,1.571279,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4141698,2024-08-14 18:37:59.4142624,0.0926,0.000122,-0.785202,0.000095,-2.355721,0.000373,1.571278,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4222336,2024-08-14 18:37:59.4223331,0.0995,0.000122,-0.785196,0.000093,-2.355714,0.000376,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4343493,2024-08-14 18:37:59.4344447,0.0954,0.000122,-0.785191,0.000093,-2.355714,0.000373,1.571280,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4424127,2024-08-14 18:37:59.4425088,0.0961,0.000125,-0.785193,0.000090,-2.355717,0.000373,1.571278,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4545347,2024-08-14 18:37:59.4546322,0.0975,0.000125,-0.785198,0.000098,-2.355717,0.000377,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4625919,2024-08-14 18:37:59.4626876,0.0957,0.000122,-0.785191,0.000093,-2.355714,0.000373,1.571278,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4747140,2024-08-14 18:37:59.4748095,0.0955,0.000120,-0.785199,0.000090,-2.355717,0.000376,1.571281,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4949056,2024-08-14 18:37:59.4950238,0.1182,0.000125,-0.785194,0.000096,-2.355714,0.000373,1.571276,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5029671,2024-08-14 18:37:59.5030700,0.1029,0.000127,-0.785199,0.000093,-2.355714,0.000373,1.571278,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5150845,2024-08-14 18:37:59.5151900,0.1055,0.000125,-0.785193,0.000090,-2.355711,0.000373,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5231529,2024-08-14 18:37:59.5232818,0.1289,0.000122,-0.785196,0.000095,-2.355714,0.000376,1.571280,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5352684,2024-08-14 18:37:59.5353577,0.0893,0.000123,-0.785193,0.000096,-2.355721,0.000375,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5433311,2024-08-14 18:37:59.5434324,0.1013,0.000122,-0.785202,0.000096,-2.355714,0.000375,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5554484,2024-08-14 18:37:59.5555487,0.1003,0.000122,-0.785196,0.000090,-2.355719,0.000379,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5635159,2024-08-14 18:37:59.5636198,0.1039,0.000125,-0.785197,0.000095,-2.355716,0.000374,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5756303,2024-08-14 18:37:59.5757327,0.1024,0.000120,-0.785192,0.000092,-2.355717,0.000376,1.571278,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5836918,2024-08-14 18:37:59.5838010,0.1092,0.000125,-0.785194,0.000093,-2.355711,0.000375,1.571280,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.5937631,2024-08-14 18:37:59.5938789,0.1158,0.000122,-0.785196,0.000096,-2.355711,0.000371,1.571278,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6018179,2024-08-14 18:37:59.6019223,0.1044,0.000119,-0.785196,0.000092,-2.355717,0.000371,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6139395,2024-08-14 18:37:59.6140474,0.1079,0.000125,-0.785197,0.000093,-2.355714,0.000373,1.571279,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6219991,2024-08-14 18:37:59.6220955,0.0964,0.000125,-0.785204,0.000093,-2.355714,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6341164,2024-08-14 18:37:59.6342457,0.1293,0.000123,-0.785192,0.000096,-2.355714,0.000373,1.571278,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6421894,2024-08-14 18:37:59.6422989,0.1095,0.000123,-0.785192,0.000093,-2.355719,0.000373,1.571279,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6543166,2024-08-14 18:37:59.6544312,0.1146,0.000125,-0.785199,0.000095,-2.355717,0.000375,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6624771,2024-08-14 18:37:59.6625869,0.1098,0.000125,-0.785197,0.000093,-2.355714,0.000375,1.571277,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6745991,2024-08-14 18:37:59.6747064,0.1073,0.000122,-0.785192,0.000093,-2.355712,0.000373,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6826546,2024-08-14 18:37:59.6827483,0.0937,0.000122,-0.785201,0.000096,-2.355714,0.000373,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.6947698,2024-08-14 18:37:59.6954959,0.7261,0.000125,-0.785200,0.000096,-2.355711,0.000372,1.571280,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7028469,2024-08-14 18:37:59.7029526,0.1057,0.000120,-0.785196,0.000096,-2.355719,0.000372,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7149485,2024-08-14 18:37:59.7150585,0.11,0.000125,-0.785199,0.000093,-2.355711,0.000373,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7230863,2024-08-14 18:37:59.7231996,0.1133,0.000123,-0.785193,0.000096,-2.355718,0.000375,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7352250,2024-08-14 18:37:59.7353353,0.1103,0.000124,-0.785196,0.000093,-2.355714,0.000375,1.571280,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7433175,2024-08-14 18:37:59.7434126,0.0951,0.000125,-0.785198,0.000093,-2.355717,0.000378,1.571278,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7555125,2024-08-14 18:37:59.7556118,0.0993,0.000125,-0.785196,0.000092,-2.355714,0.000376,1.571280,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7636123,2024-08-14 18:37:59.7637062,0.0939,0.000128,-0.785195,0.000098,-2.355717,0.000375,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7736752,2024-08-14 18:37:59.7737753,0.1001,0.000122,-0.785199,0.000091,-2.355723,0.000373,1.571277,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7817703,2024-08-14 18:37:59.7818640,0.0937,0.000128,-0.785198,0.000090,-2.355716,0.000376,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.7939432,2024-08-14 18:37:59.7940230,0.0798,0.000120,-0.785196,0.000098,-2.355717,0.000372,1.571277,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8020151,2024-08-14 18:37:59.8021192,0.1041,0.000125,-0.785198,0.000096,-2.355714,0.000373,1.571280,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8141364,2024-08-14 18:37:59.8142341,0.0977,0.000122,-0.785199,0.000093,-2.355719,0.000377,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8222197,2024-08-14 18:37:59.8223355,0.1158,0.000120,-0.785191,0.000090,-2.355720,0.000373,1.571280,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8343385,2024-08-14 18:37:59.8344459,0.1074,0.000122,-0.785198,0.000093,-2.355719,0.000376,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8423992,2024-08-14 18:37:59.8424977,0.0985,0.000125,-0.785193,0.000090,-2.355717,0.000374,1.571279,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8545267,2024-08-14 18:37:59.8546344,0.1077,0.000128,-0.785196,0.000096,-2.355714,0.000373,1.571282,0.785876,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8625935,2024-08-14 18:37:59.8627017,0.1082,0.000125,-0.785196,0.000098,-2.355714,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8747252,2024-08-14 18:37:59.8748338,0.1086,0.000125,-0.785197,0.000096,-2.355714,0.000377,1.571277,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8827782,2024-08-14 18:37:59.8828712,0.093,0.000122,-0.785193,0.000096,-2.355714,0.000373,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.8949136,2024-08-14 18:37:59.8950277,0.1141,0.000125,-0.785189,0.000088,-2.355714,0.000374,1.571277,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9029805,2024-08-14 18:37:59.9030874,0.1069,0.000122,-0.785196,0.000095,-2.355719,0.000373,1.571280,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.4827712,2024-08-14 18:37:59.9065038,423.7326,0.000122,-0.785196,0.000095,-2.355719,0.000373,1.571280,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9150993,2024-08-14 18:37:59.9152102,0.1109,0.000123,-0.785193,0.000093,-2.355717,0.000373,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9231745,2024-08-14 18:37:59.9232920,0.1175,0.000120,-0.785198,0.000091,-2.355714,0.000373,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9352957,2024-08-14 18:37:59.9354051,0.1094,0.000122,-0.785196,0.000093,-2.355714,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9433483,2024-08-14 18:37:59.9434371,0.0888,0.000122,-0.785201,0.000093,-2.355717,0.000373,1.571279,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9554705,2024-08-14 18:37:59.9555736,0.1031,0.000131,-0.785196,0.000090,-2.355716,0.000375,1.571280,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9635216,2024-08-14 18:37:59.9636102,0.0886,0.000120,-0.785197,0.000096,-2.355717,0.000376,1.571278,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9756466,2024-08-14 18:37:59.9757598,0.1132,0.000122,-0.785198,0.000096,-2.355720,0.000377,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9836961,2024-08-14 18:37:59.9837848,0.0887,0.000122,-0.785194,0.000098,-2.355717,0.000375,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:37:59.9937692,2024-08-14 18:37:59.9938742,0.105,0.000122,-0.785196,0.000093,-2.355721,0.000374,1.571280,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0018217,2024-08-14 18:38:00.0019254,0.1037,0.000122,-0.785203,0.000091,-2.355717,0.000378,1.571279,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0139475,2024-08-14 18:38:00.0140546,0.1071,0.000127,-0.785201,0.000090,-2.355717,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0220080,2024-08-14 18:38:00.0221178,0.1098,0.000127,-0.785194,0.000092,-2.355717,0.000373,1.571277,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0341121,2024-08-14 18:38:00.0342015,0.0894,0.000122,-0.785196,0.000093,-2.355719,0.000373,1.571277,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0421795,2024-08-14 18:38:00.0422807,0.1012,0.000125,-0.785199,0.000096,-2.355719,0.000373,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0542931,2024-08-14 18:38:00.0543903,0.0972,0.000127,-0.785194,0.000090,-2.355717,0.000376,1.571278,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0623571,2024-08-14 18:38:00.0624620,0.1049,0.000117,-0.785198,0.000094,-2.355719,0.000375,1.571280,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0744854,2024-08-14 18:38:00.0745849,0.0995,0.000123,-0.785196,0.000093,-2.355717,0.000373,1.571280,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0825370,2024-08-14 18:38:00.0826325,0.0955,0.000120,-0.785196,0.000091,-2.355711,0.000373,1.571275,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:38:00.0946677,2024-08-14 18:38:00.0947838,0.1161,0.000122,-0.785198,0.000093,-2.355714,0.000373,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1027241,2024-08-14 18:38:00.1028283,0.1042,0.000120,-0.785194,0.000096,-2.355717,0.000375,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1148452,2024-08-14 18:38:00.1149631,0.1179,0.000123,-0.785199,0.000096,-2.355717,0.000373,1.571279,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1229036,2024-08-14 18:38:00.1230268,0.1232,0.000122,-0.785194,0.000090,-2.355714,0.000373,1.571278,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1350226,2024-08-14 18:38:00.1351432,0.1206,0.000120,-0.785196,0.000095,-2.355715,0.000373,1.571280,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1430844,2024-08-14 18:38:00.1431943,0.1099,0.000127,-0.785196,0.000093,-2.355719,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1552021,2024-08-14 18:38:00.1553103,0.1082,0.000125,-0.785192,0.000098,-2.355714,0.000373,1.571281,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1632615,2024-08-14 18:38:00.1633664,0.1049,0.000130,-0.785203,0.000095,-2.355714,0.000375,1.571279,0.785877,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1753829,2024-08-14 18:38:00.1755154,0.1325,0.000120,-0.785191,0.000096,-2.355719,0.000373,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1834430,2024-08-14 18:38:00.1835814,0.1384,0.000128,-0.785194,0.000096,-2.355718,0.000373,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:38:00.1955541,2024-08-14 18:38:00.1956890,0.1349,0.000125,-0.785194,0.000093,-2.355717,0.000373,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2036253,2024-08-14 18:38:00.2037489,0.1236,0.000128,-0.785200,0.000090,-2.355719,0.000374,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2136276,2024-08-14 18:38:00.2137213,0.0937,0.000128,-0.785196,0.000096,-2.355719,0.000373,1.571280,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2216943,2024-08-14 18:38:00.2217755,0.0812,0.000122,-0.785199,0.000093,-2.355714,0.000372,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2338060,2024-08-14 18:38:00.2338912,0.0852,0.000127,-0.785193,0.000093,-2.355714,0.000377,1.571278,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2418800,2024-08-14 18:38:00.2419940,0.114,0.000122,-0.785202,0.000093,-2.355711,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2539956,2024-08-14 18:38:00.2541020,0.1064,0.000122,-0.785194,0.000094,-2.355717,0.000372,1.571278,0.785882,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2620514,2024-08-14 18:38:00.2621500,0.0986,0.000117,-0.785193,0.000096,-2.355714,0.000372,1.571280,0.785876,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2741682,2024-08-14 18:38:00.2742684,0.1002,0.000125,-0.785199,0.000090,-2.355714,0.000376,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.2943543,2024-08-14 18:38:00.2944602,0.1059,0.000124,-0.785196,0.000090,-2.355714,0.000376,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3024072,2024-08-14 18:38:00.3025042,0.097,0.000125,-0.785194,0.000093,-2.355720,0.000374,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3145169,2024-08-14 18:38:00.3146131,0.0962,0.000122,-0.785193,0.000098,-2.355714,0.000373,1.571280,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3225807,2024-08-14 18:38:00.3226813,0.1006,0.000122,-0.785196,0.000094,-2.355717,0.000373,1.571278,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3348302,2024-08-14 18:38:00.3350440,0.2138,0.000122,-0.785196,0.000098,-2.355717,0.000373,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3429456,2024-08-14 18:38:00.3431042,0.1586,0.000125,-0.785196,0.000094,-2.355717,0.000373,1.571277,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3551018,2024-08-14 18:38:00.3552518,0.15,0.000122,-0.785198,0.000093,-2.355714,0.000373,1.571278,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3631597,2024-08-14 18:38:00.3632602,0.1005,0.000122,-0.785195,0.000096,-2.355714,0.000377,1.571277,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3753274,2024-08-14 18:38:00.3754975,0.1701,0.000122,-0.785192,0.000095,-2.355717,0.000376,1.571279,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3834288,2024-08-14 18:38:00.3835882,0.1594,0.000122,-0.785198,0.000090,-2.355711,0.000373,1.571278,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.3955874,2024-08-14 18:38:00.3957539,0.1665,0.000128,-0.785197,0.000091,-2.355717,0.000373,1.571280,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4036883,2024-08-14 18:38:00.4038570,0.1687,0.000122,-0.785194,0.000098,-2.355714,0.000373,1.571278,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4137763,2024-08-14 18:38:00.4139384,0.1621,0.000125,-0.785194,0.000093,-2.355721,0.000373,1.571280,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4218908,2024-08-14 18:38:00.4220585,0.1677,0.000122,-0.785194,0.000093,-2.355716,0.000372,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4340389,2024-08-14 18:38:00.4341969,0.158,0.000122,-0.785191,0.000093,-2.355714,0.000372,1.571279,0.785880,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4421100,2024-08-14 18:38:00.4422686,0.1586,0.000122,-0.785192,0.000096,-2.355717,0.000375,1.571278,0.785884,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4542622,2024-08-14 18:38:00.4544254,0.1632,0.000122,-0.785198,0.000093,-2.355717,0.000372,1.571278,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4623538,2024-08-14 18:38:00.4625146,0.1608,0.000123,-0.785191,0.000090,-2.355711,0.000372,1.571279,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4745163,2024-08-14 18:38:00.4746779,0.1616,0.000122,-0.785190,0.000095,-2.355714,0.000373,1.571281,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4826045,2024-08-14 18:38:00.4827625,0.158,0.000122,-0.785191,0.000093,-2.355714,0.000373,1.571280,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.4947357,2024-08-14 18:38:00.4949140,0.1783,0.000125,-0.785199,0.000093,-2.355721,0.000372,1.571279,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5027902,2024-08-14 18:38:00.5029475,0.1573,0.000124,-0.785196,0.000090,-2.355717,0.000376,1.571275,0.785873,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5149113,2024-08-14 18:38:00.5150719,0.1606,0.000117,-0.785194,0.000094,-2.355717,0.000372,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5229715,2024-08-14 18:38:00.5231246,0.1531,0.000122,-0.785194,0.000095,-2.355714,0.000374,1.571275,0.785878,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5350927,2024-08-14 18:38:00.5352606,0.1679,0.000122,-0.785196,0.000093,-2.355717,0.000374,1.571280,0.785881,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5431541,2024-08-14 18:38:00.5432534,0.0993,0.000125,-0.785196,0.000096,-2.355712,0.000374,1.571276,0.785879,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5552640,2024-08-14 18:38:00.5553683,0.1043,0.000126,-0.785193,0.000093,-2.355715,0.000375,1.571280,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5633181,2024-08-14 18:38:00.5634165,0.0984,0.000127,-0.785196,0.000093,-2.355721,0.000373,1.571279,0.785875,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5754437,2024-08-14 18:38:00.5755536,0.1099,0.000123,-0.785193,0.000098,-2.355717,0.000372,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5834966,2024-08-14 18:38:00.5835970,0.1004,0.000122,-0.785202,0.000093,-2.355714,0.000375,1.571279,0.785883,0.0100000000000000,0.0100000
2024-08-14 18:38:00.5956122,2024-08-14 18:38:00.5957115,0.0993,0.000126,-0.785197,0.000096,-2.355719,0.000374,1.571280,0.785880,0.0100000000000000,0.0100000
