ts_in,ts_out,delay,JointPosition1,JointPosition2,JointPosition3,JointPosition4,JointPosition5,JointPosition6,JointPosition7,GripperData_Width,GripperData_Speed
2024-08-14 18:38:17.2776841,2024-08-14 18:38:17.2778271,0.143,-0.172874,-0.858844,-0.009026,-2.611427,-0.006445,1.752520,0.607794,0.010000000000000,0.010000
2024-08-14 18:38:17.2786075,2024-08-14 18:38:17.2787083,0.1008,-0.193129,-0.861744,-0.009518,-2.635787,-0.006854,1.773961,0.587570,0.010000000000000,0.010000
2024-08-14 18:38:17.2796872,2024-08-14 18:38:17.2798368,0.1496,-0.193608,-0.861809,-0.009525,-2.636335,-0.006865,1.774490,0.587103,0.010000000000000,0.010000
2024-08-14 18:38:17.2865355,2024-08-14 18:38:17.2866810,0.1455,-0.194091,-0.861867,-0.009535,-2.636897,-0.006876,1.774996,0.586641,0.010000000000000,0.010000
2024-08-14 18:38:17.2966886,2024-08-14 18:38:17.2968459,0.1573,-0.194572,-0.861928,-0.009547,-2.637453,-0.006887,1.775513,0.586160,0.010000000000000,0.010000
2024-08-14 18:38:17.3057920,2024-08-14 18:38:17.3059444,0.1524,-0.196972,-0.862212,-0.009602,-2.640286,-0.006936,1.778094,0.583779,0.010000000000000,0.010000
2024-08-14 18:38:17.3159086,2024-08-14 18:38:17.3160149,0.1063,-0.202200,-0.862736,-0.009689,-2.646685,-0.007042,1.783664,0.578371,0.010000000000000,0.010000
2024-08-14 18:38:17.3260193,2024-08-14 18:38:17.3261103,0.091,-0.206491,-0.863067,-0.009772,-2.651874,-0.007106,1.788338,0.573915,0.010000000000000,0.010000
2024-08-14 18:38:17.3361251,2024-08-14 18:38:17.3362137,0.0886,-0.211411,-0.863359,-0.009889,-2.657466,-0.007182,1.793713,0.568979,0.010000000000000,0.010000
2024-08-14 18:38:17.3696414,2024-08-14 18:38:17.3697615,0.1201,-0.216560,-0.863625,-0.010018,-2.663065,-0.007261,1.799309,0.563997,0.010000000000000,0.010000
2024-08-14 18:38:17.3706126,2024-08-14 18:38:17.3707149,0.1023,-0.239174,-0.864013,-0.010367,-2.688468,-0.007547,1.824248,0.541391,0.010000000000000,0.010000
2024-08-14 18:38:17.3716185,2024-08-14 18:38:17.3717241,0.1056,-0.239711,-0.863999,-0.010387,-2.689043,-0.007555,1.824852,0.540851,0.010000000000000,0.010000
2024-08-14 18:38:17.3766032,2024-08-14 18:38:17.3767005,0.0973,-0.240246,-0.864000,-0.010395,-2.689614,-0.007563,1.825450,0.540323,0.010000000000000,0.010000
2024-08-14 18:38:17.3856702,2024-08-14 18:38:17.3857725,0.1023,-0.240802,-0.863996,-0.010406,-2.690190,-0.007575,1.826060,0.539774,0.010000000000000,0.010000
2024-08-14 18:38:17.3957841,2024-08-14 18:38:17.3958792,0.0951,-0.242443,-0.863978,-0.010433,-2.691931,-0.007597,1.827852,0.538150,0.010000000000000,0.010000
2024-08-14 18:38:17.4058927,2024-08-14 18:38:17.4059885,0.0958,-0.247950,-0.863825,-0.010534,-2.697857,-0.007708,1.833777,0.532760,0.010000000000000,0.010000
2024-08-14 18:38:17.4416418,2024-08-14 18:38:17.4417531,0.1113,-0.253316,-0.863577,-0.010603,-2.703771,-0.007787,1.839742,0.527396,0.010000000000000,0.010000
2024-08-14 18:38:17.4425371,2024-08-14 18:38:17.4426401,0.103,-0.278876,-0.861235,-0.010861,-2.730412,-0.008026,1.868962,0.502089,0.010000000000000,0.010000
2024-08-14 18:38:17.4435249,2024-08-14 18:38:17.4436364,0.1115,-0.279423,-0.861153,-0.010864,-2.730980,-0.008032,1.869606,0.501517,0.010000000000000,0.010000
2024-08-14 18:38:17.4463535,2024-08-14 18:38:17.4464452,0.0917,-0.279979,-0.861073,-0.010870,-2.731553,-0.008035,1.870278,0.500952,0.010000000000000,0.010000
2024-08-14 18:38:17.4564682,2024-08-14 18:38:17.4565707,0.1025,-0.280535,-0.860986,-0.010866,-2.732110,-0.008033,1.870921,0.500370,0.010000000000000,0.010000
2024-08-14 18:38:17.4665879,2024-08-14 18:38:17.4666903,0.1024,-0.281086,-0.860911,-0.010869,-2.732681,-0.008034,1.871594,0.499806,0.010000000000000,0.010000
2024-08-14 18:38:17.4736235,2024-08-14 18:38:17.4737127,0.0892,-0.286616,-0.860060,-0.010857,-2.738270,-0.008038,1.878344,0.494064,0.010000000000000,0.010000
2024-08-14 18:38:17.5136405,2024-08-14 18:38:17.5137602,0.1197,-0.292350,-0.859141,-0.010897,-2.743903,-0.008052,1.885205,0.488384,0.010000000000000,0.010000
2024-08-14 18:38:17.5146670,2024-08-14 18:38:17.5147737,0.1067,-0.320531,-0.852684,-0.011001,-2.771236,-0.008189,1.919034,0.460539,0.010000000000000,0.010000
2024-08-14 18:38:17.5156959,2024-08-14 18:38:17.5158647,0.1688,-0.321142,-0.852520,-0.011006,-2.771807,-0.008193,1.919754,0.459930,0.010000000000000,0.010000
2024-08-14 18:38:17.5166629,2024-08-14 18:38:17.5168087,0.1458,-0.321759,-0.852359,-0.011004,-2.772380,-0.008197,1.920494,0.459327,0.010000000000000,0.010000
2024-08-14 18:38:17.5263858,2024-08-14 18:38:17.5265341,0.1483,-0.322385,-0.852184,-0.011013,-2.772960,-0.008201,1.921210,0.458723,0.010000000000000,0.010000
2024-08-14 18:38:17.5365507,2024-08-14 18:38:17.5367129,0.1622,-0.322994,-0.852014,-0.011015,-2.773535,-0.008195,1.921948,0.458122,0.010000000000000,0.010000
2024-08-14 18:38:17.1163914,2024-08-14 18:38:17.5450375,428.6461,-0.322994,-0.852014,-0.011015,-2.773535,-0.008195,1.921948,0.458122,0.010000000000000,0.010000
2024-08-14 18:38:17.5466952,2024-08-14 18:38:17.5468670,0.1718,-0.327889,-0.850586,-0.011035,-2.778121,-0.008227,1.927745,0.453365,0.010000000000000,0.010000
2024-08-14 18:38:17.5537553,2024-08-14 18:38:17.5538407,0.0854,-0.333815,-0.848603,-0.011002,-2.783738,-0.008241,1.935132,0.447435,0.010000000000000,0.010000
2024-08-14 18:38:17.5660792,2024-08-14 18:38:17.5661627,0.0835,-0.340256,-0.846295,-0.010987,-2.789706,-0.008243,1.943543,0.440867,0.010000000000000,0.010000
2024-08-14 18:38:17.5761996,2024-08-14 18:38:17.5762871,0.0875,-0.344485,-0.844738,-0.011015,-2.793466,-0.008244,1.949034,0.436660,0.010000000000000,0.010000
2024-08-14 18:38:17.5863076,2024-08-14 18:38:17.5864025,0.0949,-0.352007,-0.841985,-0.011039,-2.800097,-0.008263,1.958364,0.429504,0.010000000000000,0.010000
2024-08-14 18:38:17.5964296,2024-08-14 18:38:17.5965407,0.1111,-0.358140,-0.839497,-0.010992,-2.805649,-0.008264,1.966069,0.423460,0.010000000000000,0.010000
2024-08-14 18:38:17.6336435,2024-08-14 18:38:17.6337625,0.119,-0.364115,-0.836865,-0.010948,-2.811027,-0.008264,1.973958,0.417298,0.010000000000000,0.010000
2024-08-14 18:38:17.6347442,2024-08-14 18:38:17.6348558,0.1116,-0.393674,-0.822060,-0.010822,-2.835834,-0.008270,2.013887,0.388030,0.010000000000000,0.010000
2024-08-14 18:38:17.6347798,2024-08-14 18:38:17.6349474,0.1676,-0.393674,-0.822060,-0.010822,-2.835834,-0.008270,2.013887,0.388030,0.010000000000000,0.010000
2024-08-14 18:38:17.6358495,2024-08-14 18:38:17.6359857,0.1362,-0.394296,-0.821689,-0.010824,-2.836326,-0.008272,2.014734,0.387405,0.010000000000000,0.010000
2024-08-14 18:38:17.6459725,2024-08-14 18:38:17.6461142,0.1417,-0.394921,-0.821331,-0.010824,-2.836823,-0.008268,2.015586,0.386793,0.010000000000000,0.010000
2024-08-14 18:38:17.6560904,2024-08-14 18:38:17.6562602,0.1698,-0.395534,-0.820959,-0.010818,-2.837318,-0.008270,2.016455,0.386166,0.010000000000000,0.010000
2024-08-14 18:38:17.6662567,2024-08-14 18:38:17.6664125,0.1558,-0.401247,-0.817600,-0.010836,-2.841717,-0.008274,2.024301,0.380560,0.010000000000000,0.010000
2024-08-14 18:38:17.6763931,2024-08-14 18:38:17.6765466,0.1535,-0.407605,-0.813754,-0.010831,-2.846560,-0.008270,2.033133,0.374352,0.010000000000000,0.010000
2024-08-14 18:38:17.7096799,2024-08-14 18:38:17.7097745,0.0946,-0.413748,-0.809833,-0.010759,-2.851493,-0.008263,2.041901,0.368192,0.010000000000000,0.010000
2024-08-14 18:38:17.7107070,2024-08-14 18:38:17.7107970,0.09,-0.441153,-0.790369,-0.010545,-2.871905,-0.008260,2.081889,0.341056,0.010000000000000,0.010000
2024-08-14 18:38:17.7116911,2024-08-14 18:38:17.7118303,0.1392,-0.441753,-0.789873,-0.010527,-2.872349,-0.008261,2.082825,0.340426,0.010000000000000,0.010000
2024-08-14 18:38:17.7158990,2024-08-14 18:38:17.7160576,0.1586,-0.442353,-0.789377,-0.010514,-2.872795,-0.008265,2.083771,0.339806,0.010000000000000,0.010000
2024-08-14 18:38:17.7260562,2024-08-14 18:38:17.7262241,0.1679,-0.442952,-0.788874,-0.010512,-2.873235,-0.008258,2.084689,0.339187,0.010000000000000,0.010000
2024-08-14 18:38:17.7362103,2024-08-14 18:38:17.7363660,0.1557,-0.444759,-0.787404,-0.010484,-2.874588,-0.008262,2.087487,0.337315,0.010000000000000,0.010000
2024-08-14 18:38:17.7463571,2024-08-14 18:38:17.7465105,0.1534,-0.451001,-0.782367,-0.010457,-2.879082,-0.008262,2.096820,0.331203,0.010000000000000,0.010000
2024-08-14 18:38:17.7776815,2024-08-14 18:38:17.7777998,0.1183,-0.457410,-0.777245,-0.010439,-2.883455,-0.008261,2.106236,0.325032,0.010000000000000,0.010000
2024-08-14 18:38:17.7785918,2024-08-14 18:38:17.7786874,0.0956,-0.483378,-0.753270,-0.010111,-2.900199,-0.008206,2.147265,0.299256,0.010000000000000,0.010000
2024-08-14 18:38:17.7796127,2024-08-14 18:38:17.7797621,0.1494,-0.484002,-0.752681,-0.010108,-2.900588,-0.008201,2.148253,0.298649,0.010000000000000,0.010000
2024-08-14 18:38:17.7859461,2024-08-14 18:38:17.7860913,0.1452,-0.484632,-0.752086,-0.010106,-2.900974,-0.008201,2.149245,0.298033,0.010000000000000,0.010000
2024-08-14 18:38:17.7961038,2024-08-14 18:38:17.7962693,0.1655,-0.485250,-0.751504,-0.010100,-2.901365,-0.008192,2.150245,0.297430,0.010000000000000,0.010000
2024-08-14 18:38:17.8062484,2024-08-14 18:38:17.8064010,0.1526,-0.488288,-0.748473,-0.010069,-2.903265,-0.008180,2.155163,0.294396,0.010000000000000,0.010000
2024-08-14 18:38:17.8163973,2024-08-14 18:38:17.8165569,0.1596,-0.494264,-0.742173,-0.009925,-2.907036,-0.008085,2.165060,0.288348,0.010000000000000,0.010000
2024-08-14 18:38:17.8496860,2024-08-14 18:38:17.8498037,0.1177,-0.500262,-0.735525,-0.009810,-2.910721,-0.007976,2.175120,0.282311,0.010000000000000,0.010000
2024-08-14 18:38:17.8506119,2024-08-14 18:38:17.8507061,0.0942,-0.526789,-0.704837,-0.009331,-2.925074,-0.007684,2.220455,0.255958,0.010000000000000,0.010000
2024-08-14 18:38:17.8516596,2024-08-14 18:38:17.8518226,0.163,-0.527387,-0.704093,-0.009329,-2.925396,-0.007668,2.221508,0.255374,0.010000000000000,0.010000
2024-08-14 18:38:17.8558767,2024-08-14 18:38:17.8560303,0.1536,-0.527996,-0.703350,-0.009322,-2.925687,-0.007657,2.222548,0.254787,0.010000000000000,0.010000
2024-08-14 18:38:17.8660221,2024-08-14 18:38:17.8662064,0.1843,-0.528594,-0.702624,-0.009323,-2.925993,-0.007646,2.223601,0.254202,0.010000000000000,0.010000
2024-08-14 18:38:17.8761758,2024-08-14 18:38:17.8763681,0.1923,-0.530418,-0.700429,-0.009300,-2.926901,-0.007632,2.226712,0.252447,0.010000000000000,0.010000
2024-08-14 18:38:17.8863061,2024-08-14 18:38:17.8864920,0.1859,-0.536513,-0.693043,-0.009258,-2.929887,-0.007557,2.237121,0.246548,0.010000000000000,0.010000
2024-08-14 18:38:17.9176905,2024-08-14 18:38:17.9178038,0.1133,-0.542387,-0.685312,-0.009143,-2.932790,-0.007470,2.247534,0.240671,0.010000000000000,0.010000
2024-08-14 18:38:17.9185770,2024-08-14 18:38:17.9187404,0.1634,-0.566770,-0.651139,-0.008706,-2.943289,-0.007074,2.292257,0.216471,0.010000000000000,0.010000
2024-08-14 18:38:17.9258765,2024-08-14 18:38:17.9260266,0.1501,-0.567894,-0.649465,-0.008678,-2.943736,-0.007061,2.294396,0.215340,0.010000000000000,0.010000
2024-08-14 18:38:17.9359931,2024-08-14 18:38:17.9361485,0.1554,-0.568451,-0.648621,-0.008660,-2.943962,-0.007053,2.295440,0.214766,0.010000000000000,0.010000
2024-08-14 18:38:17.9461189,2024-08-14 18:38:17.9462818,0.1629,-0.571231,-0.644459,-0.008593,-2.945044,-0.007001,2.300855,0.211950,0.010000000000000,0.010000
2024-08-14 18:38:17.9562239,2024-08-14 18:38:17.9563958,0.1719,-0.576755,-0.635965,-0.008490,-2.947136,-0.006917,2.311612,0.206321,0.010000000000000,0.010000
2024-08-14 18:38:17.9896433,2024-08-14 18:38:17.9897750,0.1317,-0.582462,-0.627189,-0.008430,-2.949147,-0.006805,2.322302,0.200736,0.010000000000000,0.010000
2024-08-14 18:38:17.9905924,2024-08-14 18:38:17.9906945,0.1021,-0.606577,-0.587373,-0.007989,-2.956724,-0.006398,2.369484,0.176608,0.010000000000000,0.010000
2024-08-14 18:38:17.9915623,2024-08-14 18:38:17.9917115,0.1492,-0.607137,-0.586456,-0.007983,-2.956880,-0.006380,2.370565,0.176079,0.010000000000000,0.010000
2024-08-14 18:38:17.9936380,2024-08-14 18:38:17.9937581,0.1201,-0.607687,-0.585524,-0.007978,-2.957032,-0.006373,2.371640,0.175544,0.010000000000000,0.010000
2024-08-14 18:38:18.0058586,2024-08-14 18:38:18.0059665,0.1079,-0.608250,-0.584589,-0.007969,-2.957175,-0.006366,2.372695,0.175025,0.010000000000000,0.010000
2024-08-14 18:38:18.0159714,2024-08-14 18:38:18.0160625,0.0911,-0.608802,-0.583656,-0.007963,-2.957321,-0.006365,2.373769,0.174493,0.010000000000000,0.010000
2024-08-14 18:38:18.0260928,2024-08-14 18:38:18.0261979,0.1051,-0.615393,-0.572280,-0.007860,-2.958949,-0.006231,2.386685,0.168097,0.010000000000000,0.010000
2024-08-14 18:38:18.0361961,2024-08-14 18:38:18.0362888,0.0927,-0.620636,-0.562881,-0.007737,-2.960100,-0.006133,2.397366,0.162794,0.010000000000000,0.010000
2024-08-14 18:38:18.0736352,2024-08-14 18:38:18.0737680,0.1328,-0.625746,-0.553254,-0.007585,-2.961211,-0.006044,2.408036,0.157635,0.010000000000000,0.010000
2024-08-14 18:38:18.0745565,2024-08-14 18:38:18.0746678,0.1113,-0.650184,-0.506437,-0.007164,-2.964816,-0.005551,2.458697,0.133285,0.010000000000000,0.010000
2024-08-14 18:38:18.0756151,2024-08-14 18:38:18.0757112,0.0961,-0.650668,-0.505437,-0.007141,-2.964865,-0.005547,2.459745,0.132801,0.010000000000000,0.010000
2024-08-14 18:38:18.0766637,2024-08-14 18:38:18.0767578,0.0941,-0.651158,-0.504442,-0.007122,-2.964913,-0.005542,2.460782,0.132292,0.010000000000000,0.010000
2024-08-14 18:38:18.0857661,2024-08-14 18:38:18.0858615,0.0954,-0.651631,-0.503441,-0.007110,-2.964963,-0.005535,2.461830,0.131807,0.010000000000000,0.010000
2024-08-14 18:38:18.0959293,2024-08-14 18:38:18.0960120,0.0827,-0.652116,-0.502443,-0.007097,-2.965006,-0.005530,2.462872,0.131309,0.010000000000000,0.010000
2024-08-14 18:38:18.1060376,2024-08-14 18:38:18.1061193,0.0817,-0.655989,-0.494425,-0.007013,-2.965328,-0.005452,2.471157,0.127393,0.010000000000000,0.010000
2024-08-14 18:38:18.1161437,2024-08-14 18:38:18.1162333,0.0896,-0.660935,-0.484539,-0.006942,-2.965648,-0.005350,2.481463,0.122528,0.010000000000000,0.010000
2024-08-14 18:38:18.1536391,2024-08-14 18:38:18.1538011,0.162,-0.687582,-0.427502,-0.006401,-2.966045,-0.004785,2.538754,0.096024,0.010000000000000,0.010000
2024-08-14 18:38:18.1536875,2024-08-14 18:38:18.1538263,0.1388,-0.687582,-0.427502,-0.006401,-2.966045,-0.004785,2.538754,0.096024,0.010000000000000,0.010000
2024-08-14 18:38:18.1546265,2024-08-14 18:38:18.1547242,0.0977,-0.688043,-0.426497,-0.006397,-2.966038,-0.004778,2.539731,0.095574,0.010000000000000,0.010000
2024-08-14 18:38:18.1566110,2024-08-14 18:38:18.1601487,3.5377,-0.688508,-0.425493,-0.006383,-2.966030,-0.004764,2.540709,0.095128,0.010000000000000,0.010000
2024-08-14 18:38:18.1656874,2024-08-14 18:38:18.1657684,0.081,-0.688972,-0.424503,-0.006370,-2.966021,-0.004756,2.541686,0.094692,0.010000000000000,0.010000
2024-08-14 18:38:18.1757863,2024-08-14 18:38:18.1758720,0.0857,-0.689426,-0.423493,-0.006368,-2.966013,-0.004744,2.542675,0.094250,0.010000000000000,0.010000
2024-08-14 18:38:18.1859095,2024-08-14 18:38:18.1860152,0.1057,-0.693468,-0.414498,-0.006316,-2.965874,-0.004642,2.551361,0.090209,0.010000000000000,0.010000
2024-08-14 18:38:18.1960119,2024-08-14 18:38:18.1961022,0.0903,-0.697805,-0.404594,-0.006206,-2.965631,-0.004549,2.560941,0.085763,0.010000000000000,0.010000
2024-08-14 18:38:18.2336417,2024-08-14 18:38:18.2337634,0.1217,-0.702050,-0.394561,-0.006061,-2.965372,-0.004466,2.570404,0.081495,0.010000000000000,0.010000
2024-08-14 18:38:18.2362964,2024-08-14 18:38:18.2364254,0.129,-0.722443,-0.346398,-0.005610,-2.962606,-0.003949,2.615121,0.061129,0.010000000000000,0.010000
2024-08-14 18:38:18.2363219,2024-08-14 18:38:18.2364610,0.1391,-0.722443,-0.346398,-0.005610,-2.962606,-0.003949,2.615121,0.061129,0.010000000000000,0.010000
2024-08-14 18:38:18.2366402,2024-08-14 18:38:18.2368023,0.1621,-0.722834,-0.345436,-0.005592,-2.962522,-0.003940,2.615995,0.060735,0.010000000000000,0.010000
2024-08-14 18:38:18.2456405,2024-08-14 18:38:18.2457871,0.1466,-0.723225,-0.344451,-0.005582,-2.962436,-0.003931,2.616874,0.060341,0.010000000000000,0.010000
2024-08-14 18:38:18.2557523,2024-08-14 18:38:18.2559022,0.1499,-0.723610,-0.343461,-0.005571,-2.962355,-0.003924,2.617755,0.059946,0.010000000000000,0.010000
2024-08-14 18:38:18.2658772,2024-08-14 18:38:18.2660355,0.1583,-0.726747,-0.335745,-0.005457,-2.961641,-0.003846,2.624753,0.056824,0.010000000000000,0.010000
2024-08-14 18:38:18.2759876,2024-08-14 18:38:18.2761397,0.1521,-0.730611,-0.326228,-0.005336,-2.960686,-0.003742,2.633391,0.052923,0.010000000000000,0.010000
2024-08-14 18:38:18.3136443,2024-08-14 18:38:18.3137423,0.098,-0.734424,-0.316669,-0.005234,-2.959756,-0.003638,2.641872,0.049066,0.010000000000000,0.010000
2024-08-14 18:38:18.3145802,2024-08-14 18:38:18.3146795,0.0993,-0.752063,-0.272544,-0.004829,-2.954316,-0.003131,2.680660,0.031487,0.010000000000000,0.010000
2024-08-14 18:38:18.3155380,2024-08-14 18:38:18.3157228,0.1848,-0.752417,-0.271637,-0.004817,-2.954191,-0.003124,2.681441,0.031140,0.010000000000000,0.010000
2024-08-14 18:38:18.3165697,2024-08-14 18:38:18.3167298,0.1601,-0.752763,-0.270729,-0.004807,-2.954065,-0.003111,2.682218,0.030782,0.010000000000000,0.010000
2024-08-14 18:38:18.3265867,2024-08-14 18:38:18.3266900,0.1033,-0.753111,-0.269811,-0.004789,-2.953945,-0.003101,2.682996,0.030414,0.010000000000000,0.010000
2024-08-14 18:38:18.3336302,2024-08-14 18:38:18.3337152,0.085,-0.753459,-0.268895,-0.004782,-2.953824,-0.003090,2.683773,0.030069,0.010000000000000,0.010000
2024-08-14 18:38:18.3458568,2024-08-14 18:38:18.3459545,0.0977,-0.756516,-0.260849,-0.004660,-2.952714,-0.003011,2.690612,0.026916,0.010000000000000,0.010000
2024-08-14 18:38:17.9196281,2024-08-14 18:38:18.3523439,432.7158,-0.756516,-0.260849,-0.004660,-2.952714,-0.003011,2.690612,0.026916,0.010000000000000,0.010000
2024-08-14 18:38:18.3559720,2024-08-14 18:38:18.3560766,0.1046,-0.758880,-0.254746,-0.004588,-2.951779,-0.002949,2.695868,0.024551,0.010000000000000,0.010000
2024-08-14 18:38:18.3660903,2024-08-14 18:38:18.3661933,0.103,-0.762894,-0.244366,-0.004482,-2.950199,-0.002811,2.704701,0.020618,0.010000000000000,0.010000
2024-08-14 18:38:18.3762004,2024-08-14 18:38:18.3763132,0.1128,-0.766224,-0.235736,-0.004405,-2.948865,-0.002709,2.711857,0.017432,0.010000000000000,0.010000
2024-08-14 18:38:18.4096457,2024-08-14 18:38:18.4097584,0.1127,-0.769458,-0.227364,-0.004343,-2.947480,-0.002604,2.718929,0.014157,0.010000000000000,0.010000
2024-08-14 18:38:18.4105440,2024-08-14 18:38:18.4106537,0.1097,-0.782823,-0.191734,-0.003919,-2.941061,-0.002195,2.748169,0.000789,0.010000000000000,0.010000
2024-08-14 18:38:18.4115870,2024-08-14 18:38:18.4116883,0.1013,-0.783111,-0.190942,-0.003909,-2.940906,-0.002187,2.748805,0.000511,0.010000000000000,0.010000
2024-08-14 18:38:18.4166550,2024-08-14 18:38:18.4167438,0.0888,-0.783390,-0.190159,-0.003894,-2.940760,-0.002181,2.749420,0.000229,0.010000000000000,0.010000
2024-08-14 18:38:18.4257200,2024-08-14 18:38:18.4258165,0.0965,-0.783665,-0.189367,-0.003885,-2.940615,-0.002172,2.750042,-0.000068,0.01000000000000,0.010000
2024-08-14 18:38:18.4358287,2024-08-14 18:38:18.4359228,0.0941,-0.784808,-0.186243,-0.003842,-2.940016,-0.002141,2.752527,-0.001200,0.01000000000000,0.010000
2024-08-14 18:38:18.4459490,2024-08-14 18:38:18.4460464,0.0974,-0.787342,-0.179364,-0.003772,-2.938646,-0.002064,2.758034,-0.003753,0.01000000000000,0.010000
2024-08-14 18:38:18.4560519,2024-08-14 18:38:18.4561460,0.0941,-0.790155,-0.171996,-0.003727,-2.937108,-0.001967,2.764107,-0.006589,0.01000000000000,0.010000
2024-08-14 18:38:18.4896430,2024-08-14 18:38:18.4897603,0.1173,-0.792956,-0.164604,-0.003723,-2.935586,-0.001871,2.769978,-0.009332,0.01000000000000,0.010000
2024-08-14 18:38:18.4905309,2024-08-14 18:38:18.4906366,0.1057,-0.804167,-0.133918,-0.003264,-2.928981,-0.001542,2.793882,-0.020427,0.01000000000000,0.010000
2024-08-14 18:38:18.4915677,2024-08-14 18:38:18.4917576,0.1899,-0.804406,-0.133250,-0.003248,-2.928836,-0.001536,2.794403,-0.020665,0.01000000000000,0.010000
2024-08-14 18:38:18.4965235,2024-08-14 18:38:18.4966671,0.1436,-0.804641,-0.132579,-0.003234,-2.928690,-0.001535,2.794910,-0.020917,0.01000000000000,0.010000
2024-08-14 18:38:18.5066415,2024-08-14 18:38:18.5068012,0.1597,-0.804870,-0.131916,-0.003222,-2.928545,-0.001533,2.795420,-0.021152,0.01000000000000,0.010000
2024-08-14 18:38:18.5137067,2024-08-14 18:38:18.5138702,0.1635,-0.805586,-0.129942,-0.003177,-2.928116,-0.001519,2.796930,-0.021855,0.01000000000000,0.010000
2024-08-14 18:38:18.5259382,2024-08-14 18:38:18.5261131,0.1749,-0.808100,-0.122921,-0.003065,-2.926505,-0.001462,2.802395,-0.024457,0.01000000000000,0.010000
2024-08-14 18:38:18.5360577,2024-08-14 18:38:18.5362302,0.1725,-0.809696,-0.118587,-0.003003,-2.925479,-0.001408,2.805786,-0.026074,0.01000000000000,0.010000
2024-08-14 18:38:18.5461748,2024-08-14 18:38:18.5463402,0.1654,-0.812382,-0.111103,-0.002901,-2.923744,-0.001307,2.811387,-0.028707,0.01000000000000,0.010000
2024-08-14 18:38:18.5562820,2024-08-14 18:38:18.5564267,0.1447,-0.814563,-0.105033,-0.002822,-2.922325,-0.001222,2.815856,-0.030850,0.01000000000000,0.010000
2024-08-14 18:38:18.5896397,2024-08-14 18:38:18.5897440,0.1043,-0.816702,-0.099261,-0.002769,-2.920909,-0.001145,2.820250,-0.032932,0.01000000000000,0.010000
2024-08-14 18:38:18.5905755,2024-08-14 18:38:18.5906801,0.1046,-0.825305,-0.075528,-0.002487,-2.914855,-0.000881,2.837914,-0.041230,0.01000000000000,0.010000
2024-08-14 18:38:18.5915422,2024-08-14 18:38:18.5917310,0.1888,-0.825485,-0.075040,-0.002477,-2.914722,-0.000876,2.838282,-0.041407,0.01000000000000,0.010000
2024-08-14 18:38:18.5958249,2024-08-14 18:38:18.5959656,0.1407,-0.825661,-0.074552,-0.002467,-2.914588,-0.000878,2.838666,-0.041589,0.01000000000000,0.010000
2024-08-14 18:38:18.6059439,2024-08-14 18:38:18.6060832,0.1393,-0.825835,-0.074057,-0.002460,-2.914463,-0.000876,2.839029,-0.041775,0.01000000000000,0.010000
2024-08-14 18:38:18.6160689,2024-08-14 18:38:18.6161736,0.1047,-0.826360,-0.072605,-0.002426,-2.914075,-0.000878,2.840140,-0.042316,0.01000000000000,0.010000
2024-08-14 18:38:18.6261790,2024-08-14 18:38:18.6262807,0.1017,-0.828081,-0.067893,-0.002330,-2.912753,-0.000870,2.843707,-0.044106,0.01000000000000,0.010000
2024-08-14 18:38:18.6576394,2024-08-14 18:38:18.6577578,0.1184,-0.829768,-0.063221,-0.002226,-2.911455,-0.000847,2.847147,-0.045814,0.01000000000000,0.010000
2024-08-14 18:38:18.6585672,2024-08-14 18:38:18.6586728,0.1056,-0.836136,-0.045410,-0.001903,-2.906591,-0.000701,2.859963,-0.052021,0.01000000000000,0.010000
2024-08-14 18:38:18.6595151,2024-08-14 18:38:18.6596029,0.0878,-0.836287,-0.045027,-0.001903,-2.906474,-0.000697,2.860233,-0.052153,0.01000000000000,0.010000
2024-08-14 18:38:18.6666427,2024-08-14 18:38:18.6667257,0.083,-0.836429,-0.044649,-0.001900,-2.906367,-0.000689,2.860510,-0.052278,0.01000000000000,0.010000
2024-08-14 18:38:18.6736992,2024-08-14 18:38:18.6737857,0.0865,-0.836568,-0.044270,-0.001895,-2.906253,-0.000684,2.860799,-0.052412,0.01000000000000,0.010000
2024-08-14 18:38:18.6859216,2024-08-14 18:38:18.6860147,0.0931,-0.837400,-0.042029,-0.001895,-2.905619,-0.000658,2.862460,-0.053205,0.01000000000000,0.010000
2024-08-14 18:38:18.6960371,2024-08-14 18:38:18.6961303,0.0932,-0.838328,-0.039441,-0.001879,-2.904892,-0.000598,2.864345,-0.054083,0.01000000000000,0.010000
2024-08-14 18:38:18.7061470,2024-08-14 18:38:18.7062363,0.0893,-0.839878,-0.035136,-0.001806,-2.903700,-0.000521,2.867349,-0.055535,0.01000000000000,0.010000
2024-08-14 18:38:18.7536399,2024-08-14 18:38:18.7537539,0.114,-0.842243,-0.028507,-0.001666,-2.901895,-0.000499,2.871914,-0.057780,0.01000000000000,0.010000
2024-08-14 18:38:18.7545589,2024-08-14 18:38:18.7546667,0.1078,-0.846925,-0.015826,-0.001297,-2.898096,-0.000461,2.881004,-0.062220,0.01000000000000,0.010000
2024-08-14 18:38:18.7555478,2024-08-14 18:38:18.7556323,0.0845,-0.847005,-0.015594,-0.001286,-2.898026,-0.000460,2.881157,-0.062302,0.01000000000000,0.010000
2024-08-14 18:38:18.7565598,2024-08-14 18:38:18.7567111,0.1513,-0.847089,-0.015371,-0.001281,-2.897961,-0.000463,2.881320,-0.062381,0.01000000000000,0.010000
